   1
   1  16
  16
  63  55  58  57  52  57  54  58  54  54  56  56  55  55  55  52
    0.50    0.55    0.60    0.70    0.80    0.90    1.00    1.10    1.20    1.30
    1.40    1.50    1.60    1.70    1.80    1.90
   0.000000E+00  1.3079  4.0351 M=  0.50                     1    37  
   0.157892E+07  1.3188  4.0264              2    41                  
   0.754264E+07  1.3400  4.0151              3    54                  
   0.100778E+08  1.3447  4.0126 Te-m         4    59                  
   0.137986E+08  1.3435  4.0146              5    67                  
   0.203268E+08  1.3306  4.0242              6    81                  
   0.270323E+08  1.3192  4.0309              7    94                  
   0.340076E+08  1.3104  4.0343              8   108                  
   0.386435E+08  1.3049  4.0361 Te-M         9   117                  
   0.413417E+08  1.3052  4.0350             10   123                  
   0.488232E+08  1.3041  4.0329             11   138                  
   0.566923E+08  1.3079  4.0277             12   153                  
   0.645947E+08  1.3158  4.0201             13   169                  
   0.723464E+08  1.3265  4.0107             14   186                  
   0.803407E+08  1.3394  4.0000             15   203                  
   0.884508E+08  1.3541  3.9883             16   222                  
   0.967971E+08  1.3707  3.9757             17   243                  
   0.105720E+09  1.3888  3.9633             18   266                  
   0.114734E+09  1.4093  3.9515             19   293                  
   0.126264E+09  1.4322  3.9436             20   328                  
   0.138322E+09  1.4533  3.9386             21   347                  
   0.141583E+09  1.4665  3.9435             22   357                  
   0.148691E+09  1.5069  3.9515             23   381                  
   0.151131E+09  1.5553  3.9393             24   396                  
   0.152734E+09  1.6663  3.8607             25   408                  
   0.153070E+09  1.7588  3.7506             26   419                  
   0.153265E+09  1.8623  3.6944 Yc=0        27   436                  
   0.153346E+09  1.9219  3.6780             28   443                  
   0.153417E+09  1.9745  3.6653             29   445                  
   0.153497E+09  2.0332  3.6530             30   447                  
   0.153590E+09  2.0939  3.6425             31   449                  
   0.153698E+09  2.1471  3.6345             32   451                  
   0.153875E+09  2.1756  3.6313 L-M         33   454                  
   0.154191E+09  2.1259  3.6402             34   458                  
   0.155016E+09  2.0799  3.6504             35   466                  
   0.156137E+09  2.0712  3.6556 L-m         36   473                  
   0.160358E+09  2.1287  3.6487             37   492                  
   0.161981E+09  2.1881  3.6390             38   496                  
   0.163181E+09  2.2462  3.6313             39   500                  
   0.164161E+09  2.3092  3.6228             40   506                  
   0.164792E+09  2.3633  3.6162             41   512                  
   0.165491E+09  2.4264  3.6088             42   522                  
   0.165993E+09  2.4852  3.6022             43   530                  
   0.166381E+09  2.5410  3.5961             44   539                  
   0.166728E+09  2.5993  3.5905             45   550                  
   0.167036E+09  2.6552  3.5843             46   565                  
   0.167318E+09  2.7131  3.5785             47   584                  
   0.167604E+09  2.7731  3.5732             48   613                  
   0.167892E+09  2.8314  3.5688             49   654                  
   0.168176E+09  2.8923  3.5654             50   707                  
   0.168464E+09  2.9524  3.5641             51   769                  
   0.168780E+09  3.0118  3.5679             52   862                  
   0.169031E+09  3.0612  3.5767             53   957                  
   0.169199E+09  3.0878  3.5902             54  1036                  
   0.169295E+09  3.1007  3.6050             55  1083                  
   0.169343E+09  3.1061  3.6206             56  1105                  
   0.169377E+09  3.1155  3.6370             57  1128                  
   0.169394E+09  3.1180  3.6532             58  1142                  
   0.169408E+09  3.1201  3.6689             59  1160                  
   0.169420E+09  3.1224  3.6867             60  1167                  
   0.169432E+09  3.1238  3.7028             61  1175                  
   0.169440E+09  3.1264  3.7184             62  1190                  
   0.169442E+09  3.1268  3.7225 C=0.4957    63  1211                  
   0.000000E+00  1.5027  3.6877 M=  0.55                     1    27  
   0.177530E+07  1.5170  3.6836              2    32                  
   0.657899E+07  1.5452  3.6790 Te-m         3    42                  
   0.786867E+07  1.5468  3.6791              4    45                  
   0.141269E+08  1.5358  3.6835              5    58                  
   0.204911E+08  1.5230  3.6896              6    72                  
   0.270400E+08  1.5115  3.6950              7    85                  
   0.337649E+08  1.5007  3.7001              8    99                  
   0.407363E+08  1.4906  3.7048              9   114                  
   0.477493E+08  1.4816  3.7101             10   128                  
   0.550324E+08  1.4743  3.7148             11   144                  
   0.623341E+08  1.4692  3.7177             12   160                  
   0.694698E+08  1.4653  3.7202             13   176                  
   0.760088E+08  1.4662  3.7204 Te-M        14   192                  
   0.766731E+08  1.4667  3.7202             15   194                  
   0.839778E+08  1.4699  3.7195             16   213                  
   0.915750E+08  1.4774  3.7169             17   234                  
   0.993721E+08  1.4892  3.7140             18   257                  
   0.107832E+09  1.5051  3.7094             19   283                  
   0.118521E+09  1.5281  3.7046             20   319                  
   0.122957E+09  1.5434  3.7024             21   327                  
   0.128725E+09  1.5680  3.6985             22   339                  
   0.147399E+09  1.6436  3.6871             23   386                  
   0.148628E+09  1.6995  3.6778             24   404                  
   0.149569E+09  1.7960  3.6623             25   417                  
   0.149853E+09  1.8690  3.6498             26   428                  
   0.150021E+09  1.9582  3.6388 Yc=0        27   444                  
   0.150101E+09  2.0174  3.6320             28   451                  
   0.150203E+09  2.0934  3.6230             29   454                  
   0.150328E+09  2.1695  3.6143             30   457                  
   0.150471E+09  2.2023  3.6117 L-M         31   460                  
   0.150874E+09  2.1447  3.6180             32   466                  
   0.152006E+09  2.1024  3.6240 L-m         33   477                  
   0.153914E+09  2.1658  3.6167             34   490                  
   0.155974E+09  2.2305  3.6107             35   501                  
   0.157105E+09  2.2942  3.6034             36   505                  
   0.158010E+09  2.3580  3.5957             37   509                  
   0.158705E+09  2.4180  3.5901             38   513                  
   0.159314E+09  2.4833  3.5820             39   518                  
   0.159723E+09  2.5434  3.5761             40   533                  
   0.160040E+09  2.5984  3.5691             41   537                  
   0.160306E+09  2.6558  3.5626             42   545                  
   0.160546E+09  2.7155  3.5560             43   562                  
   0.160740E+09  2.7698  3.5488             44   575                  
   0.160924E+09  2.8242  3.5423             45   594                  
   0.161117E+09  2.8796  3.5360             46   620                  
   0.161301E+09  2.9338  3.5295             47   668                  
   0.161513E+09  2.9909  3.5235             48   716                  
   0.161759E+09  3.0487  3.5172             49   795                  
   0.162001E+09  3.1049  3.5115             50   887                  
   0.162252E+09  3.1619  3.5068             51  1011                  
   0.162503E+09  3.2207  3.5036             52  1163                  
   0.162753E+09  3.2816  3.5022             53  1360                  
   0.162823E+09  3.3398  3.4983             54  1427                  
   0.162832E+09  3.3502  3.4976 C=0.5150    55  1438                  
   0.000000E+00  1.5405  3.6643 M=  0.60                     1    25  
   0.176842E+07  1.5605  3.6615              2    30                  
   0.609386E+07  1.5813  3.6593 Te-m         3    39                  
   0.782191E+07  1.5825  3.6594              4    43                  
   0.140200E+08  1.5730  3.6621              5    56                  
   0.204669E+08  1.5628  3.6643              6    69                  
   0.270554E+08  1.5546  3.6668              7    83                  
   0.336735E+08  1.5468  3.6689              8    97                  
   0.404180E+08  1.5390  3.6707              9   111                  
   0.473175E+08  1.5326  3.6724             10   126                  
   0.544577E+08  1.5269  3.6740             11   142                  
   0.615841E+08  1.5225  3.6755             12   158                  
   0.685841E+08  1.5198  3.6767             13   174                  
   0.755243E+08  1.5191  3.6775             14   192                  
   0.825601E+08  1.5211  3.6775             15   211                  
   0.839195E+08  1.5206  3.6777 Te-M        16   214                  
   0.899244E+08  1.5256  3.6770             17   232                  
   0.975636E+08  1.5338  3.6758             18   255                  
   0.105722E+09  1.5484  3.6741             19   282                  
   0.117322E+09  1.5734  3.6715             20   318                  
   0.120313E+09  1.5884  3.6699             21   327                  
   0.124698E+09  1.6114  3.6675             22   338                  
   0.139761E+09  1.6837  3.6600             23   380                  
