   5
   1   3   4   8   9  13  14  14  15  16
  16
  76  73  73  73  71  71  72  74  74  75  74  73  70  70  70  56
    0.60    0.70    0.80    0.80    0.90    1.00    1.10    1.20    1.20    1.30
    1.40    1.50    1.60    1.60    1.60    1.70
   0.000000E+00 -0.8466  3.7035 M=  0.60                     1    14  
   0.823551E+09 -0.8322  3.7048              2    21                  
   0.288235E+10 -0.8111  3.7071              3    42                  
   0.485546E+10 -0.7923  3.7094              4    61                  
   0.683597E+10 -0.7729  3.7119              5    79                  
   0.882097E+10 -0.7521  3.7146              6    95                  
   0.108127E+11 -0.7307  3.7174              7   111                  
   0.128155E+11 -0.7075  3.7204              8   127                  
   0.148371E+11 -0.6829  3.7233              9   142                  
   0.168869E+11 -0.6557  3.7268             10   156                  
   0.189680E+11 -0.6261  3.7303             11   170                  
   0.210962E+11 -0.5928  3.7342             12   184                  
   0.232808E+11 -0.5551  3.7386             13   199                  
   0.255483E+11 -0.5110  3.7436             14   218                  
   0.280512E+11 -0.4545  3.7495             15   245                  
   0.295757E+11 -0.4159  3.7530             16   252                  
   0.315273E+11 -0.3580  3.7580             17   261                  
   0.351100E+11 -0.2112  3.7669             18   280                  
   0.363277E+11 -0.1405  3.7701             19   294                  
   0.368837E+11 -0.1048  3.7714             20   303                  
   0.371640E+11 -0.0849  3.7720             21   313                  
   0.377903E+11 -0.0336  3.7724 Te-h        22   327                  
   0.381563E+11  0.0022  3.7721 Xc=0        23   341                  
   0.386797E+11  0.0623  3.7690             24   348                  
   0.390516E+11  0.1165  3.7653 Brg         25   353                  
   0.393564E+11  0.1785  3.7587             26   359                  
   0.395829E+11  0.2412  3.7507             27   365                  
   0.397473E+11  0.3030  3.7435             28   370                  
   0.398726E+11  0.3635  3.7383             29   374                  
   0.399919E+11  0.4320  3.7344             30   378                  
   0.400952E+11  0.4989  3.7317             31   383                  
   0.401800E+11  0.5620  3.7298             32   389                  
   0.402609E+11  0.6240  3.7285             33   396                  
   0.403343E+11  0.6885  3.7273             34   404                  
   0.403994E+11  0.7521  3.7264             35   415                  
   0.404550E+11  0.8157  3.7253             36   427                  
   0.405023E+11  0.8796  3.7241             37   440                  
   0.405477E+11  0.9450  3.7230             38   453                  
   0.405854E+11  1.0077  3.7218             39   468                  
   0.406188E+11  1.0711  3.7206             40   484                  
   0.406465E+11  1.1311  3.7193             41   502                  
   0.406723E+11  1.1943  3.7179             42   523                  
   0.406951E+11  1.2550  3.7165             43   542                  
   0.407136E+11  1.3148  3.7149             44   561                  
   0.407310E+11  1.3771  3.7132             45   582                  
   0.407460E+11  1.4391  3.7115             46   605                  
   0.407598E+11  1.5032  3.7097             47   636                  
   0.407714E+11  1.5629  3.7078             48   663                  
   0.407819E+11  1.6230  3.7060             49   692                  
   0.407915E+11  1.6843  3.7039             50   726                  
   0.408000E+11  1.7448  3.7020             51   762                  
   0.408110E+11  1.8101  3.6998             52   824                  
   0.408169E+11  1.8703  3.6977             53   864                  
   0.408223E+11  1.9302  3.6953             54   906                  
   0.408271E+11  1.9913  3.6930             55   952                  
   0.408314E+11  2.0516  3.6907             56  1002                  
   0.408352E+11  2.1114  3.6885             57  1060                  
   0.408390E+11  2.1754  3.6857             58  1069                  
   0.408421E+11  2.2354  3.6832             59  1078                  
   0.408451E+11  2.3014  3.6803             60  1088                  
   0.408477E+11  2.3659  3.6774             61  1098                  
   0.408499E+11  2.4307  3.6743             62  1108                  
   0.408518E+11  2.4938  3.6711             63  1118                  
   0.408536E+11  2.5551  3.6676             64  1129                  
   0.408552E+11  2.6164  3.6651             65  1140                  
   0.408566E+11  2.6770  3.6623             66  1152                  
   0.408579E+11  2.7367  3.6583             67  1164                  
   0.408590E+11  2.7973  3.6553             68  1175                  
   0.408599E+11  2.8583  3.6521             69  1187                  
   0.408609E+11  2.9175  3.6492             70  1200                  
   0.408617E+11  2.9795  3.6462             71  1214                  
   0.408626E+11  3.0403  3.6432             72  1230                  
   0.408632E+11  3.1061  3.6389             73  1245                  
   0.408639E+11  3.1657  3.6371             74  1261                  
   0.408644E+11  3.2268  3.6337             75  1297                  
   0.408647E+11  3.2609  3.6322 F           76  1317                  
   0.000000E+00 -0.5462  3.7444 M=  0.70                     1    11  
   0.556258E+09 -0.5269  3.7455              2    19                  
   0.177488E+10 -0.5054  3.7479              3    40                  
   0.293523E+10 -0.4856  3.7503              4    59                  
   0.409047E+10 -0.4654  3.7528              5    77                  
   0.524398E+10 -0.4439  3.7555              6    94                  
   0.639396E+10 -0.4217  3.7581              7   110                  
   0.754207E+10 -0.3982  3.7609              8   125                  
   0.869178E+10 -0.3728  3.7638              9   140                  
   0.984177E+10 -0.3462  3.7662             10   154                  
   0.109940E+11 -0.3173  3.7691             11   168                  
   0.121504E+11 -0.2858  3.7722             12   182                  
   0.133247E+11 -0.2509  3.7754             13   197                  
   0.145653E+11 -0.2096  3.7788             14   216                  
   0.160229E+11 -0.1534  3.7830             15   243                  
   0.169613E+11 -0.1128  3.7854             16   250                  
   0.181623E+11 -0.0509  3.7888             17   259                  
   0.198665E+11  0.0656  3.7940             18   278                  
   0.202574E+11  0.0981  3.7952             19   292                  
   0.205967E+11  0.1288  3.7957             20   302                  
   0.207862E+11  0.1477  3.7958 Te-M        21   310                  
   0.208054E+11  0.1497  3.7957             22   311                  
   0.214979E+11  0.2336  3.7939 Xc=0        23   339                  
   0.218839E+11  0.2944  3.7886             24   347                  
   0.221450E+11  0.3482  3.7819             25   353                  
   0.223464E+11  0.4037  3.7710 Brg         26   360                  
   0.224743E+11  0.4487  3.7596             27   366                  
   0.225699E+11  0.4959  3.7499             28   372                  
   0.226590E+11  0.5581  3.7413             29   378                  
   0.227266E+11  0.6174  3.7369             30   383                  
   0.227895E+11  0.6841  3.7337             31   389                  
   0.228447E+11  0.7498  3.7315             32   396                  
   0.228951E+11  0.8167  3.7296             33   406                  
