   4
   1   3   4   9  10  13  14  16
  16
  75  71  71  71  70  69  69  70  72  72  72  70  68  68  60  56
    0.60    0.70    0.80    0.80    0.90    1.00    1.10    1.20    1.30    1.30
    1.40    1.50    1.60    1.60    1.70    1.75
   0.000000E+00 -0.8217  3.7155 M=  0.60                     1    14  
   0.794510E+09 -0.8070  3.7168              2    21                  
   0.276533E+10 -0.7863  3.7189              3    42                  
   0.465001E+10 -0.7678  3.7210              4    61                  
   0.653489E+10 -0.7485  3.7234              5    79                  
   0.842639E+10 -0.7283  3.7258              6    96                  
   0.103250E+11 -0.7074  3.7281              7   112                  
   0.122350E+11 -0.6847  3.7307              8   127                  
   0.141631E+11 -0.6601  3.7334              9   142                  
   0.161175E+11 -0.6332  3.7364             10   156                  
   0.181010E+11 -0.6039  3.7394             11   170                  
   0.201278E+11 -0.5707  3.7429             12   184                  
   0.222036E+11 -0.5333  3.7468             13   199                  
   0.243617E+11 -0.4891  3.7515             14   218                  
   0.267539E+11 -0.4322  3.7571             15   245                  
   0.282157E+11 -0.3930  3.7604             16   252                  
   0.301005E+11 -0.3339  3.7646             17   261                  
   0.336521E+11 -0.1764  3.7747             18   280                  
   0.351006E+11 -0.0797  3.7789             19   294                  
   0.358084E+11 -0.0235  3.7806             20   304                  
   0.360724E+11  0.0009  3.7811             21   313                  
   0.364629E+11  0.0403  3.7813 Te-M        22   322                  
   0.369027E+11  0.0947  3.7807 Xc=0        23   341                  
   0.373159E+11  0.1559  3.7770             24   348                  
   0.375044E+11  0.1900  3.7748 Brg         25   351                  
   0.377862E+11  0.2558  3.7682             26   357                  
   0.379551E+11  0.3105  3.7614             27   362                  
   0.381049E+11  0.3708  3.7538             28   367                  
   0.382144E+11  0.4267  3.7480             29   371                  
   0.383236E+11  0.4955  3.7431             30   375                  
   0.384106E+11  0.5569  3.7401             31   380                  
   0.384941E+11  0.6269  3.7376             32   389                  
   0.385750E+11  0.6926  3.7360             33   395                  
   0.386470E+11  0.7590  3.7345             34   403                  
   0.387078E+11  0.8205  3.7333             35   413                  
   0.387645E+11  0.8849  3.7322             36   424                  
   0.388060E+11  0.9453  3.7309             37   435                  
   0.388466E+11  1.0063  3.7297             38   449                  
   0.388819E+11  1.0672  3.7285             39   464                  
   0.389133E+11  1.1280  3.7272             40   482                  
   0.389413E+11  1.1900  3.7258             41   501                  
   0.389646E+11  1.2509  3.7245             42   524                  
   0.389856E+11  1.3125  3.7230             43   543                  
   0.390039E+11  1.3734  3.7216             44   562                  
   0.390206E+11  1.4380  3.7198             45   584                  
   0.390350E+11  1.4985  3.7183             46   608                  
   0.390473E+11  1.5591  3.7166             47   635                  
   0.390588E+11  1.6210  3.7149             48   667                  
   0.390684E+11  1.6814  3.7132             49   696                  
   0.390775E+11  1.7418  3.7115             50   728                  
   0.390848E+11  1.8033  3.7095             51   760                  
   0.390918E+11  1.8647  3.7076             52   799                  
   0.390978E+11  1.9247  3.7057             53   853                  
   0.391043E+11  1.9859  3.7039             54   951                  
   0.391092E+11  2.0469  3.7020             55  1006                  
   0.391134E+11  2.1065  3.6999             56  1077                  
   0.391170E+11  2.1669  3.6980             57  1150                  
   0.391201E+11  2.2270  3.6959             58  1233                  
   0.391229E+11  2.2879  3.6938             59  1387                  
   0.391254E+11  2.3483  3.6919             60  1552                  
   0.391277E+11  2.4129  3.6893             61  1718                  
   0.391297E+11  2.4738  3.6872             62  1728                  
   0.391316E+11  2.5352  3.6849             63  1739                  
   0.391333E+11  2.5948  3.6827             64  1750                  
   0.391348E+11  2.6577  3.6799             65  1762                  
   0.391362E+11  2.7210  3.6779             66  1774                  
   0.391374E+11  2.7846  3.6752             67  1787                  
   0.391385E+11  2.8446  3.6728             68  1800                  
   0.391395E+11  2.9047  3.6706             69  1813                  
   0.391404E+11  2.9644  3.6679             70  1827                  
   0.391412E+11  3.0244  3.6657             71  1842                  
   0.391419E+11  3.0855  3.6634             72  1857                  
   0.391426E+11  3.1456  3.6614             73  1884                  
   0.391432E+11  3.2053  3.6596             74  1915                  
   0.391433E+11  3.2110  3.6594 F           75  1921                  
   0.000000E+00 -0.5223  3.7515 M=  0.70                     1    12  
   0.479824E+09 -0.5064  3.7529              2    19                  
   0.165047E+10 -0.4847  3.7552              3    40                  
   0.276983E+10 -0.4647  3.7576              4    59                  
   0.387796E+10 -0.4442  3.7600              5    77                  
   0.498001E+10 -0.4230  3.7624              6    94                  
   0.608017E+10 -0.4003  3.7651              7   110                  
   0.717756E+10 -0.3766  3.7679              8   125                  
   0.827386E+10 -0.3512  3.7702              9   140                  
   0.936977E+10 -0.3242  3.7730             10   154                  
   0.104670E+11 -0.2951  3.7761             11   168                  
   0.115671E+11 -0.2635  3.7791             12   182                  
   0.126853E+11 -0.2283  3.7824             13   197                  
   0.138673E+11 -0.1867  3.7860             14   216                  
   0.152664E+11 -0.1293  3.7906             15   243                  
   0.161752E+11 -0.0873  3.7934             16   250                  
   0.173529E+11 -0.0220  3.7976             17   259                  
   0.192464E+11  0.1231  3.8043             18   278                  
   0.197634E+11  0.1767  3.8060             19   292                  
   0.201036E+11  0.2153  3.8065             20   302                  
   0.202136E+11  0.2290  3.8067 Te-M        21   307                  
   0.202783E+11  0.2378  3.8066             22   311                  
