   4
   1   2   3   8   9  14  15  16
  16
  79  78  78  75  74  72  74  76  76  75  75  73  70  68  68  57
    0.60    0.70    0.70    0.80    0.90    1.00    1.10    1.20    1.20    1.30
    1.40    1.50    1.60    1.65    1.65    1.70
   0.000000E+00 -0.8791  3.6889 M=   .60                     1    13  
   0.774058E+09 -0.8663  3.6899              2    20                  
   0.296938E+10 -0.8446  3.6923              3    40                  
   0.508866E+10 -0.8252  3.6948              4    59                  
   0.721364E+10 -0.8052  3.6977              5    77                  
   0.934247E+10 -0.7845  3.7006              6    94                  
   0.114787E+11 -0.7628  3.7035              7   110                  
   0.136247E+11 -0.7398  3.7066              8   125                  
   0.157882E+11 -0.7147  3.7102              9   140                  
   0.179809E+11 -0.6873  3.7138             10   155                  
   0.202109E+11 -0.6572  3.7178             11   169                  
   0.224874E+11 -0.6238  3.7222             12   182                  
   0.248309E+11 -0.5857  3.7269             13   197                  
   0.272614E+11 -0.5413  3.7325             14   216                  
   0.299297E+11 -0.4850  3.7388             15   243                  
   0.315362E+11 -0.4473  3.7425             16   250                  
   0.335796E+11 -0.3912  3.7477             17   259                  
   0.371876E+11 -0.2577  3.7563             18   278                  
   0.382797E+11 -0.2049  3.7594             19   292                  
   0.388099E+11 -0.1781  3.7606             20   302                  
   0.391154E+11 -0.1604  3.7612             21   311                  
   0.402139E+11 -0.0878  3.7621 Te-M        22   335                  
   0.403294E+11 -0.0788  3.7620 Xc=0        23   339                  
   0.410502E+11 -0.0150  3.7597             24   348                  
   0.416009E+11  0.0460  3.7551             25   355                  
   0.419268E+11  0.0961  3.7498 Brg         26   362                  
   0.422093E+11  0.1555  3.7415             27   368                  
   0.424033E+11  0.2109  3.7347             28   373                  
   0.425640E+11  0.2695  3.7289             29   378                  
   0.426969E+11  0.3289  3.7249             30   383                  
   0.428272E+11  0.3943  3.7220             31   389                  
   0.429407E+11  0.4582  3.7200             32   396                  
   0.430416E+11  0.5203  3.7187             33   404                  
   0.431419E+11  0.5858  3.7175             34   414                  
   0.432305E+11  0.6499  3.7167             35   426                  
   0.433078E+11  0.7124  3.7159             36   438                  
   0.433780E+11  0.7756  3.7151             37   452                  
   0.434388E+11  0.8370  3.7141             38   467                  
   0.434924E+11  0.8974  3.7133             39   483                  
   0.435401E+11  0.9587  3.7123             40   501                  
   0.435841E+11  1.0214  3.7111             41   521                  
   0.436216E+11  1.0833  3.7098             42   542                  
   0.436534E+11  1.1433  3.7086             43   564                  
   0.436830E+11  1.2060  3.7071             44   589                  
   0.437091E+11  1.2679  3.7055             45   616                  
   0.437316E+11  1.3275  3.7037             46   645                  
   0.437518E+11  1.3893  3.7020             47   677                  
   0.437699E+11  1.4506  3.6999             48   711                  
   0.437861E+11  1.5114  3.6980             49   748                  
   0.438010E+11  1.5716  3.6960             50   790                  
   0.438191E+11  1.6311  3.6940             51   854                  
   0.438319E+11  1.6938  3.6919             52   909                  
   0.438410E+11  1.7534  3.6893             53   957                  
   0.438491E+11  1.8136  3.6868             54  1009                  
   0.438562E+11  1.8727  3.6842             55  1064                  
   0.438626E+11  1.9320  3.6816             56  1123                  
   0.438684E+11  1.9914  3.6787             57  1188                  
   0.438736E+11  2.0512  3.6758             58  1260                  
   0.438782E+11  2.1108  3.6731             59  1337                  
   0.438823E+11  2.1698  3.6700             60  1419                  
   0.438859E+11  2.2290  3.6672             61  1507                  
   0.438889E+11  2.2889  3.6640             62  1518                  
   0.438914E+11  2.3503  3.6607             63  1527                  
   0.438936E+11  2.4103  3.6576             64  1536                  
   0.438956E+11  2.4741  3.6539             65  1546                  
   0.438974E+11  2.5365  3.6500             66  1556                  
   0.438990E+11  2.5962  3.6465             67  1566                  
   0.439005E+11  2.6598  3.6425             68  1577                  
   0.439017E+11  2.7202  3.6387             69  1588                  
   0.439028E+11  2.7790  3.6356             70  1599                  
   0.439039E+11  2.8403  3.6309             71  1611                  
   0.439048E+11  2.8987  3.6263             72  1623                  
   0.439056E+11  2.9595  3.6236             73  1636                  
   0.439064E+11  3.0214  3.6200             74  1650                  
   0.439071E+11  3.0797  3.6164             75  1664                  
   0.439077E+11  3.1403  3.6126             76  1679                  
   0.439083E+11  3.2009  3.6075             77  1695                  
   0.439089E+11  3.2614  3.6051             78  1718                  
   0.439093E+11  3.3114  3.6032 F           79  1736                  
   0.000000E+00 -0.5703  3.7336 M=   .70                     1    12  
   0.463788E+09 -0.5558  3.7349              2    19                  
   0.176049E+10 -0.5343  3.7375              3    40                  
   0.299674E+10 -0.5149  3.7401              4    59                  
   0.422895E+10 -0.4946  3.7428              5    76                  
   0.545842E+10 -0.4736  3.7456              6    93                  
   0.668424E+10 -0.4514  3.7484              7   109                  
   0.790657E+10 -0.4281  3.7512              8   125                  
   0.913106E+10 -0.4032  3.7542              9   139                  
   0.103574E+11 -0.3763  3.7574             10   154                  
   0.115893E+11 -0.3477  3.7597             11   168                  
   0.128296E+11 -0.3162  3.7628             12   182                  
   0.140899E+11 -0.2813  3.7662             13   196                  
   0.154135E+11 -0.2405  3.7696             14   216                  
   0.169523E+11 -0.1856  3.7737             15   243                  
   0.179322E+11 -0.1467  3.7760             16   250                  
   0.191618E+11 -0.0889  3.7791             17   259                  
   0.207394E+11  0.0039  3.7831             18   277                  
   0.210810E+11  0.0258  3.7839             19   291                  
   0.214204E+11  0.0497  3.7843             20   302                  
   0.216745E+11  0.0693  3.7844             21   311                  
   0.217313E+11  0.0738  3.7844 Te-M        22   312                  
   0.225711E+11  0.1506  3.7832 Xc=0        23   339                  
   0.231397E+11  0.2167  3.7784             24   348                  
   0.235279E+11  0.2756  3.7706             25   355                  
   0.237739E+11  0.3248  3.7602             26   362                  
