10
0.15 2
   0.000000E+00 -2.4525  3.5402 M=  0.15                     1    14  
   0.255401E+11 -2.4265  3.5433 Te-M         2    41                  
0.20 2
   0.000000E+00 -2.1755  3.5616 M=  0.20                     1    16  
   0.248810E+11 -2.1253  3.5637 Te-M         2    41                  
0.25 2
   0.000000E+00 -1.9868  3.5732 M=  0.25                     1    14  
   0.255401E+11 -1.9224  3.5755 Te-M         2    41                  
0.30 2
   0.000000E+00 -1.8367  3.5824 M=  0.30                     1    15  
   0.253204E+11 -1.7683  3.5848 Te-M         2    41                  
0.35 2
   0.000000E+00 -1.7107  3.5902 M=  0.35                     1    15  
   0.253204E+11 -1.6434  3.5925 Te-M         2    41                  
0.40 5
   0.000000E+00 -1.5648  3.5972 M=  0.40                     1    17  
   0.694212E+10 -1.5447  3.5980              2    32                  
   0.140148E+11 -1.5346  3.5987              3    52                  
   0.212644E+11 -1.5255  3.5994              4    70                  
   0.240960E+11 -1.5219  3.5997 Te-M         5    76                  
0.45 6
   0.000000E+00 -1.4449  3.6061 M=  0.45                     1    17  
   0.489298E+10 -1.4261  3.6067              2    32                  
   0.108074E+11 -1.4132  3.6077              3    52                  
   0.169302E+11 -1.4008  3.6088              4    70                  
   0.232221E+11 -1.3881  3.6099              5    87                  
   0.242824E+11 -1.3858  3.6101 Te-M         6    89                  
0.50 7
   0.000000E+00 -1.3139  3.6168 M=  0.50                     1    17  
   0.370416E+10 -1.2963  3.6174              2    32                  
   0.852214E+10 -1.2812  3.6186              3    52                  
   0.134617E+11 -1.2663  3.6200              4    70                  
   0.185038E+11 -1.2508  3.6214              5    87                  
   0.236487E+11 -1.2346  3.6229              6   103                  
   0.245790E+11 -1.2315  3.6231 Te-M         7   105                  
0.55 8
   0.000000E+00 -1.1754  3.6291 M=  0.55                     1    17  
   0.286594E+10 -1.1583  3.6299              2    32                  
   0.669972E+10 -1.1416  3.6313              3    51                  
   0.106053E+11 -1.1251  3.6328              4    69                  
   0.145683E+11 -1.1080  3.6343              5    86                  
   0.185813E+11 -1.0897  3.6361              6   102                  
   0.226678E+11 -1.0701  3.6379              7   118                  
   0.244863E+11 -1.0610  3.6388 Te-M         8   124                  
0.60 6
   0.000000E+00 -1.0436  3.6410 M=  0.60  Z=0.008 Y=0.25     1    15  
   0.467397E+10 -1.0135  3.6434              2    31                  
   0.103996E+11 -0.9814  3.6465              3    50                  
   0.156423E+11 -0.9495  3.6496              4    68                  
   0.204508E+11 -0.9172  3.6529              5    85                  
   0.248658E+11 -0.8850  3.6563 Te-M         6   101                  
