   2
   1   2   3  18
  18
  62  51  51  50  50  53  49  50  50  51  50  55  53  50  52  49  49  48
    0.50    0.55    0.55    0.60    0.65    0.70    0.80    0.90    1.00    1.10
    1.20    1.30    1.40    1.50    1.60    1.70    1.80    1.85
   0.000000E+00  1.2280  4.2329 M=  0.50                     1    18  
   0.380760E+07  1.2197  4.2206              2    30                  
   0.904511E+07  1.2305  4.2165              3    43                  
   0.146178E+08  1.2427  4.2142              4    57                  
   0.204857E+08  1.2566  4.2105              5    70                  
   0.265504E+08  1.2711  4.2047              6    84                  
   0.331333E+08  1.2863  4.1983              7    98                  
   0.400321E+08  1.3021  4.1914              8   112                  
   0.472820E+08  1.3183  4.1843              9   127                  
   0.545141E+08  1.3348  4.1771             10   142                  
   0.617646E+08  1.3518  4.1696             11   158                  
   0.690191E+08  1.3693  4.1619             12   175                  
   0.764961E+08  1.3873  4.1540             13   193                  
   0.841218E+08  1.4057  4.1462             14   212                  
   0.919982E+08  1.4248  4.1386             15   232                  
   0.100164E+09  1.4446  4.1316             16   255                  
   0.109484E+09  1.4644  4.1262             17   281                  
   0.121592E+09  1.4860  4.1241             18   315                  
   0.124838E+09  1.4959  4.1257             19   322                  
   0.129788E+09  1.5046  4.1316             20   328                  
   0.147688E+09  1.5229  4.1543             21   362                  
   0.149012E+09  1.5249  4.1724             22   367                  
   0.150001E+09  1.5405  4.1957             23   373                  
   0.150296E+09  1.5771  4.2025             24   376                  
   0.150482E+09  1.6644  4.1874 Yc=0        25   385                  
   0.150529E+09  1.7048  4.1738             26   387                  
   0.150592E+09  1.7658  4.1469             27   389                  
   0.150627E+09  1.8008  4.1277             28   390                  
   0.150665E+09  1.8386  4.1032             29   391                  
   0.150705E+09  1.8756  4.0761             30   392                  
   0.150749E+09  1.9100  4.0471             31   393                  
   0.150798E+09  1.9469  4.0081             32   394                  
   0.150851E+09  1.9790  3.9685             33   395                  
   0.150906E+09  1.9970  3.9467             34   396                  
   0.150952E+09  2.0081  3.9304             35   397                  
   0.151023E+09  2.0115  3.9261 L-M         36   398                  
   0.151261E+09  1.9970  3.9449             37   401                  
   0.151445E+09  1.9918  3.9509 L-m         38   402                  
   0.152496E+09  2.0120  3.9243             39   406                  
   0.153271E+09  2.0357  3.8940             40   408                  
   0.153705E+09  2.0519  3.8713             41   409                  
   0.154166E+09  2.0710  3.8434             42   410                  
   0.154643E+09  2.0942  3.8089             43   411                  
   0.155120E+09  2.1200  3.7708             44   412                  
   0.155583E+09  2.1498  3.7393             45   413                  
   0.156023E+09  2.1811  3.7215             46   414                  
   0.156776E+09  2.2302  3.7044             47   416                  
   0.157744E+09  2.2798  3.6898             48   420                  
   0.158451E+09  2.3317  3.6783             49   422                  
   0.159159E+09  2.3928  3.6691             50   424                  
   0.159653E+09  2.4482  3.6611             51   427                  
