   5
   1   2   3  12  13  18  19  21  22  25
  25
 125  97  97  97  97 100 100  97  97  98
 101  94  94  88  81  96  96 107 107  70
 111 111  90 102  81
    1.90    2.00    2.00    2.10    2.20    2.30    2.50    3.00    3.50    4.00
    4.50    5.00    5.00    6.00    7.00    9.00   12.00   15.00   15.00   20.00
   30.00   30.00   40.00   60.00  100.00
   0.000000E+00  1.0988  3.9220 M=  1.90                     1    11  
   0.601106E+08  1.1041  3.9202              2    20                  
   0.218367E+09  1.1219  3.9146              3    39                  
   0.363645E+09  1.1401  3.9078              4    56                  
   0.497913E+09  1.1582  3.8997              5    73                  
   0.620588E+09  1.1751  3.8906              6    88                  
   0.731803E+09  1.1904  3.8807              7   103                  
   0.832825E+09  1.2037  3.8697              8   118                  
   0.924366E+09  1.2144  3.8574              9   132                  
   0.100721E+10  1.2225  3.8446             10   146                  
   0.108227E+10  1.2275  3.8312             11   161                  
   0.115026E+10  1.2297  3.8186             12   180                  
   0.121205E+10  1.2301  3.8075             13   208                  
   0.124080E+10  1.2309  3.8026             14   217                  
   0.126808E+10  1.2339  3.7986             15   227                  
   0.128785E+10  1.2411  3.7973 Te-m        16   236                  
   0.129877E+10  1.2510  3.7982             17   246                  
   0.130833E+10  1.2710  3.8025             18   260                  
   0.131469E+10  1.3133  3.8152             19   270                  
   0.131642E+10  1.3549  3.8291             20   278                  
   0.131733E+10  1.4059  3.8461 Te-M        21   291                  
   0.131753E+10  1.3755  3.8403 Xc=0        22   307                  
   0.131778E+10  1.3408  3.8266             23   312                  
   0.131830E+10  1.3552  3.8107             24   317                  
   0.131945E+10  1.3600  3.7937             25   323                  
   0.132146E+10  1.3430  3.7776             26   329                  
   0.132381E+10  1.3123  3.7635             27   334                  
   0.132593E+10  1.2733  3.7511             28   338                  
   0.132810E+10  1.2190  3.7381             29   342                  
   0.132972E+10  1.1725  3.7286             30   345                  
   0.133186E+10  1.1205  3.7167             31   349                  
   0.133350E+10  1.1017  3.7081 Brg         32   352                  
   0.133702E+10  1.1409  3.6961             33   358                  
   0.133963E+10  1.2057  3.6900             34   362                  
   0.134222E+10  1.2815  3.6850             35   367                  
   0.134415E+10  1.3415  3.6813             36   371                  
   0.134626E+10  1.4112  3.6769             37   374                  
   0.134802E+10  1.4717  3.6737             38   377                  
   0.135001E+10  1.5416  3.6698             39   381                  
   0.135181E+10  1.6025  3.6662             40   386                  
   0.135341E+10  1.6617  3.6628             41   391                  
   0.135515E+10  1.7252  3.6590             42   398                  
   0.135668E+10  1.7862  3.6551             43   406                  
   0.135824E+10  1.8484  3.6509             44   421                  
   0.135966E+10  1.9096  3.6469             45   432                  
   0.136101E+10  1.9684  3.6432             46   448                  
   0.136233E+10  2.0275  3.6394             47   465                  
   0.136369E+10  2.0874  3.6354             48   485                  
   0.136558E+10  2.1475  3.6314             49   522                  
   0.136582E+10  2.1507  3.6312             50   527                  
   0.136703E+10  2.0878  3.6355             51   554                  
   0.136747E+10  2.0297  3.6394             52   563                  
   0.136788E+10  1.9644  3.6439             53   570                  
   0.136827E+10  1.9021  3.6480             54   576                  
   0.136877E+10  1.8395  3.6521             55   583                  
   0.136916E+10  1.8167  3.6537             56   588                  
   0.137022E+10  1.8773  3.6497             57   600                  
   0.137190E+10  1.9365  3.6460             58   624                  
   0.137348E+10  1.9953  3.6422             59   650                  
   0.137517E+10  2.0563  3.6382             60   687                  
   0.137686E+10  2.1163  3.6341             61   736                  
   0.137857E+10  2.1745  3.6302             62   794                  
   0.138023E+10  2.2428  3.6253             63   836                  
   0.138180E+10  2.3064  3.6209             64   842                  
   0.138338E+10  2.3754  3.6158             65   849                  
   0.138472E+10  2.4398  3.6111             66   856                  
   0.138604E+10  2.5029  3.6075             67   864                  
   0.138702E+10  2.5629  3.6021             68   871                  
   0.138812E+10  2.6302  3.5970             69   880                  
   0.138905E+10  2.6944  3.5921             70   889                  
   0.138992E+10  2.7563  3.5867             71   910                  
