   2
   1   2   3  17
  17
  68  48  48  51  48  48  48  49  46  47  50  47  46  50  46  46  51
    0.50    0.55    0.55    0.60    0.65    0.70    0.80    0.90    1.00    1.10
    1.20    1.30    1.40    1.50    1.60    1.65    1.70
   0.000000E+00  1.2390  4.3369 M=  0.50                     1    75  
   0.406112E+07  1.2685  4.3332              2    91                  
   0.887297E+07  1.2820  4.3303              3   104                  
   0.141301E+08  1.2968  4.3272              4   117                  
   0.194763E+08  1.3120  4.3239              5   131                  
   0.253318E+08  1.3271  4.3205              6   145                  
   0.315496E+08  1.3430  4.3170              7   158                  
   0.380576E+08  1.3593  4.3133              8   173                  
   0.447481E+08  1.3758  4.3096              9   188                  
   0.514710E+08  1.3928  4.3058             10   203                  
   0.582631E+08  1.4101  4.3021             11   219                  
   0.650900E+08  1.4278  4.2984             12   236                  
   0.720478E+08  1.4459  4.2948             13   253                  
   0.790960E+08  1.4644  4.2913             14   272                  
   0.863526E+08  1.4832  4.2882             15   293                  
   0.941519E+08  1.5026  4.2857             16   316                  
   0.102328E+09  1.5226  4.2845             17   340                  
   0.103780E+09  1.5260  4.2844             18   345                  
   0.112582E+09  1.5415  4.2859             19   372                  
   0.117650E+09  1.5509  4.2885             20   380                  
   0.123663E+09  1.5583  4.2939             21   391                  
   0.135237E+09  1.5666  4.3113             22   427                  
   0.139194E+09  1.5615  4.3264             23   453                  
   0.140430E+09  1.5644  4.3454             24   464                  
   0.140702E+09  1.5785  4.3573             25   475                  
   0.140921E+09  1.6262  4.3745 Yc=0        26   514                  
   0.141078E+09  1.6616  4.3907             27   519                  
   0.141290E+09  1.6843  4.4017             28   525                  
   0.141570E+09  1.7349  4.3858             29   528                  
   0.141849E+09  1.7862  4.3704             30   530                  
   0.142207E+09  1.8317  4.3568             31   532                  
   0.142725E+09  1.8822  4.3415             32   534                  
   0.143341E+09  1.9347  4.3238             33   536                  
   0.144038E+09  1.9899  4.3026             34   538                  
   0.144787E+09  2.0514  4.2737             35   540                  
   0.145166E+09  2.0940  4.2441             36   541                  
   0.145545E+09  2.1391  4.2057             37   542                  
   0.145924E+09  2.1723  4.1760             38   543                  
   0.146303E+09  2.2027  4.1471             39   544                  
   0.146681E+09  2.2287  4.1222             40   545                  
   0.147060E+09  2.2563  4.0930             41   546                  
   0.147439E+09  2.2815  4.0660             42   547                  
   0.147629E+09  2.2944  4.0511             43   548                  
   0.147818E+09  2.3073  4.0361             44   549                  
   0.148008E+09  2.3203  4.0206             45   550                  
   0.148197E+09  2.3335  4.0041             46   551                  
   0.148494E+09  2.3537  3.9805             47   553                  
   0.148790E+09  2.3749  3.9551             48   555                  
   0.149017E+09  2.3943  3.9264             49   557                  
   0.149156E+09  2.4064  3.9075             50   558                  
   0.149295E+09  2.4180  3.8906             51   559                  
   0.149513E+09  2.4369  3.8635             52   561                  
   0.149603E+09  2.4462  3.8484             53   562                  
   0.149718E+09  2.4578  3.8311             54   563                  
   0.149832E+09  2.4716  3.8098             55   564                  
   0.149946E+09  2.4878  3.7843             56   565                  
   0.149975E+09  2.4959  3.7656             57   566                  
   0.150032E+09  2.5083  3.7496             58   568                  
   0.150132E+09  2.5273  3.7338             59   572                  
   0.150322E+09  2.5670  3.7208             60   581                  
   0.150569E+09  2.6161  3.7108             61   593                  
   0.150836E+09  2.6736  3.7047             62   614                  
