10
0.15 3
   0.000000E+00 -2.3036  3.5907 M=  0.15                     1    14
   0.215644E+11 -2.2631  3.5959              2    36
   0.245647E+11 -2.2603  3.5956 Te-M         3    39
0.20 3
   0.000000E+00 -2.0080  3.6158 M=  0.20                     1    16
   0.177160E+11 -1.9517  3.6184              2    34
   0.230022E+11 -1.9453  3.6188 Te-M         3    39
0.25 3
   0.000000E+00 -1.7958  3.6285 M=  0.25                     1    17
   0.170016E+11 -1.7477  3.6310              2    34
   0.220021E+11 -1.7464  3.6308 Te-M         3    39
0.30 3
   0.000000E+00 -1.6574  3.6372 M=  0.30                     1    15
   0.183767E+11 -1.5968  3.6399              2    34
   0.240023E+11 -1.5953  3.6401 Te-M         3    39
0.35 3
   0.000000E+00 -1.5359  3.6446 M=  0.35                     1    14
   0.178643E+11 -1.4726  3.6475              2    33
   0.245316E+11 -1.4705  3.6478 Te-M         3    39
0.40 3
   0.000000E+00 -1.4187  3.6513 M=  0.40                     1    12
   0.169404E+11 -1.3660  3.6541              2    35
   0.249519E+11 -1.3705  3.6546 Te-M         3    44
0.45 8
   0.000000E+00 -1.2816  3.6596 M=  0.45                     1    15
   0.175664E+10 -1.2709  3.6601              2    22
   0.627869E+10 -1.2548  3.6610              3    42
   0.104043E+11 -1.2434  3.6620              4    62
   0.146077E+11 -1.2319  3.6628              5    79
   0.189127E+11 -1.2197  3.6638              6    96
   0.233289E+11 -1.2067  3.6648              7   112
   0.245160E+11 -1.2030  3.6651 Te-M         8   116
0.50 9
   0.000000E+00 -1.1516  3.6693 M=  0.50                     1    15
   0.129869E+10 -1.1403  3.6698              2    22
   0.480259E+10 -1.1227  3.6711              3    42
   0.811885E+10 -1.1076  3.6725              4    61
   0.114835E+11 -1.0922  3.6741              5    79
   0.148941E+11 -1.0762  3.6758              6    96
   0.183634E+11 -1.0586  3.6776              7   112
   0.219039E+11 -1.0393  3.6798              8   127
   0.245686E+11 -1.0241  3.6815 Te-M         9   138
0.55 11
   0.000000E+00 -1.0015  3.6842 M=  0.55                     1    15
   0.958750E+09 -0.9896  3.6852              2    21
   0.366164E+10 -0.9699  3.6872              3    42
   0.622824E+10 -0.9526  3.6892              4    61
   0.880019E+10 -0.9346  3.6914              5    79
   0.114015E+11 -0.9155  3.6939              6    96
   0.140282E+11 -0.8949  3.6965              7   112
   0.167179E+11 -0.8730  3.6993              8   127
   0.194442E+11 -0.8490  3.7023              9   142
   0.222196E+11 -0.8228  3.7057             10   157
   0.246336E+11 -0.7983  3.7087 Te-M        11   168
0.60 14
   0.000000E+00 -0.8466  3.7035 M=  0.60                     1    14  
   0.823551E+09 -0.8322  3.7048              2    21                  
   0.288235E+10 -0.8111  3.7071              3    42                  
   0.485546E+10 -0.7923  3.7094              4    61                  
   0.683597E+10 -0.7729  3.7119              5    79                  
   0.882097E+10 -0.7521  3.7146              6    95                  
   0.108127E+11 -0.7307  3.7174              7   111                  
   0.128155E+11 -0.7075  3.7204              8   127                  
   0.148371E+11 -0.6829  3.7233              9   142                  
   0.168869E+11 -0.6557  3.7268             10   156                  
   0.189680E+11 -0.6261  3.7303             11   170                  
   0.210962E+11 -0.5928  3.7342             12   184                  
   0.232808E+11 -0.5551  3.7386             13   199                  
   0.255483E+11 -0.5110  3.7436 Te-M        14   218                  
