# age(yr) logL logTe m_act mcore c/o period ip Mdot(Msun/yr) logTe X Y CNO dlogTe/dlogL 
0.5050 3 # agb_0.505_Z0.00400000_Mdot42_eta1.00_Mc0.00_dMc-0.04_L0.00_dL0.00_C0.00_Nr5.00_rates0_KOPv_KMOLv.dat
0.0000e+00 2.8339 3.6185 0.50500 0.49279 0.5183 1.8225e+01 1 6.7920e-09 3.6185 7.308000e-01 2.652810e-01 2.635234e-03 -0.0881
2.1682e+05 3.0864 3.6037 0.50226 0.49398 0.5183 6.4125e+01 0 2.4434e-08 3.6037 7.308000e-01 2.652810e-01 2.635234e-03 -0.0868
4.6213e+05 3.1936 3.6304 0.49761 0.49574 0.5183 6.4716e+01 0 3.9446e-08 3.6304 7.308000e-01 2.652810e-01 2.635234e-03 999999.0000
0.5100 3 # agb_0.510_Z0.00400000_Mdot42_eta1.00_Mc0.00_dMc-0.04_L0.00_dL0.00_C0.00_Nr5.00_rates0_KOPv_KMOLv.dat
0.0000e+00 2.9937 3.6017 0.51000 0.49542 0.5180 2.7479e+01 1 1.5031e-08 3.6017 7.308000e-01 2.653050e-01 2.635448e-03 -0.0888
2.1518e+05 3.1907 3.5958 0.50549 0.49702 0.5180 8.6419e+01 0 4.2462e-08 3.5958 7.308000e-01 2.653050e-01 2.635448e-03 -0.0870
4.3043e+05 3.2489 3.6271 0.50063 0.49867 0.5180 7.5064e+01 0 5.2360e-08 3.6271 7.308000e-01 2.653050e-01 2.635448e-03 999999.0000
0.5150 4 # agb_0.515_Z0.00400000_Mdot42_eta1.00_Mc0.00_dMc-0.04_L0.00_dL0.00_C0.00_Nr5.00_rates0_KOPv_KMOLv.dat
0.0000e+00 2.8421 3.6093 0.51500 0.49392 0.5176 1.9584e+01 1 6.9502e-09 3.6093 7.308000e-01 2.652540e-01 2.635666e-03 -0.0899
2.1704e+05 3.0875 3.5908 0.51218 0.49515 0.5176 7.0906e+01 0 2.4774e-08 3.5908 7.308000e-01 2.652540e-01 2.635666e-03 -0.0894
4.7880e+05 3.1968 3.5938 0.50635 0.49722 0.5176 8.9012e+01 0 4.4055e-08 3.5938 7.308000e-01 2.652540e-01 2.635666e-03 -0.0879
6.9996e+05 3.2784 3.6240 0.50107 0.49896 0.5176 8.2309e+01 0 6.1660e-08 3.6240 7.308000e-01 2.652540e-01 2.635666e-03 999999.0000
