# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5300 3 # agb_0.530_Z0.02000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0421 3.5222 0.53000 0.49196 1.1469e+02 0 8.8308e-08 6.810000e-01 2.991470e-01 3.039100e-03 1.599049e-03 8.684182e-03 -0.1154 6.810000e-01 2.991470e-01 3.039100e-03 1.599049e-03 8.684182e-03
1.2642e+05 3.1906 3.5210 0.51229 0.49313 1.6650e+02 0 2.0749e-07 6.810000e-01 2.991470e-01 3.039100e-03 1.599049e-03 8.684182e-03 -0.1209 6.810000e-01 2.991470e-01 3.039100e-03 1.599049e-03 8.684182e-03
2.1782e+05 3.2619 3.5530 0.49893 0.49381 1.5029e+02 0 4.1210e-07 6.810000e-01 2.991470e-01 3.039100e-03 1.599049e-03 8.684182e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5400 3 # agb_0.540_Z0.02000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0549 3.5168 0.54000 0.49337 1.2176e+02 0 8.7297e-08 6.810000e-01 2.992600e-01 2.992700e-03 1.652066e-03 8.684104e-03 -0.1193 6.810000e-01 2.992600e-01 2.992700e-03 1.652066e-03 8.684104e-03
1.2539e+05 3.1955 3.5102 0.52297 0.49458 1.8197e+02 0 1.8836e-07 6.810000e-01 2.992600e-01 2.992700e-03 1.652066e-03 8.684104e-03 -0.1256 6.810000e-01 2.992600e-01 2.992700e-03 1.652066e-03 8.684104e-03
2.4201e+05 3.2902 3.5512 0.50105 0.49581 1.6206e+02 0 4.6989e-07 6.810000e-01 2.992600e-01 2.992700e-03 1.652066e-03 8.684104e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5500 3 # agb_0.550_Z0.02000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1093 3.5075 0.55000 0.49637 1.4693e+02 0 1.0495e-07 6.810000e-01 2.991860e-01 2.985600e-03 1.660107e-03 8.684071e-03 -0.1240 6.810000e-01 2.991860e-01 2.985600e-03 1.660107e-03 8.684071e-03
1.2192e+05 3.2426 3.5012 0.53087 0.49771 2.1619e+02 0 2.2131e-07 6.810000e-01 2.991860e-01 2.985600e-03 1.660107e-03 8.684071e-03 -0.1293 6.810000e-01 2.991860e-01 2.985600e-03 1.660107e-03 8.684071e-03
2.3919e+05 3.3335 3.5495 0.50425 0.49916 1.8011e+02 0 5.8076e-07 6.810000e-01 2.991860e-01 2.985600e-03 1.660107e-03 8.684071e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5600 3 # agb_0.560_Z0.02000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1507 3.4999 0.56000 0.49823 1.6977e+02 0 1.1967e-07 6.810000e-01 2.992110e-01 2.984900e-03 1.661146e-03 8.684048e-03 -0.1273 6.810000e-01 2.992110e-01 2.984900e-03 1.661146e-03 8.684048e-03
1.1957e+05 3.2757 3.4924 0.53997 0.49964 2.4787e+02 0 2.4099e-07 6.810000e-01 2.992110e-01 2.984900e-03 1.661146e-03 8.684048e-03 -0.1326 6.810000e-01 2.992110e-01 2.984900e-03 1.661146e-03 8.684048e-03
2.4569e+05 3.3227 3.5496 0.50670 0.50148 1.7485e+02 0 5.4325e-07 6.810000e-01 2.992110e-01 2.984900e-03 1.661146e-03 8.684048e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5700 3 # agb_0.570_Z0.02000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2737 3.4808 0.57000 0.50152 2.6083e+02 0 1.9724e-07 6.810000e-01 2.992350e-01 2.991200e-03 1.653185e-03 8.684041e-03 -0.1345 6.810000e-01 2.992350e-01 2.991200e-03 1.653185e-03 8.684041e-03
1.1725e+05 3.3341 3.4870 0.54251 0.50321 2.9519e+02 0 3.1769e-07 6.810000e-01 2.992350e-01 2.991200e-03 1.653185e-03 8.684041e-03 -0.1377 6.810000e-01 2.992350e-01 2.991200e-03 1.653185e-03 8.684041e-03
2.1866e+05 3.4340 3.5468 0.51002 0.50477 2.2870e+02 0 9.6828e-07 6.810000e-01 2.992350e-01 2.991200e-03 1.653185e-03 8.684041e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5800 5 # agb_0.580_Z0.02000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1364 3.4989 0.58000 0.50112 1.6076e+02 0 1.0304e-07 6.810000e-01 2.991600e-01 3.005400e-03 1.635226e-03 8.683051e-03 -0.1300 6.810000e-01 2.991600e-01 3.005400e-03 1.635226e-03 8.683051e-03
6.1134e+04 3.2727 3.4794 0.57547 0.50147 2.6112e+02 0 1.9055e-07 6.810000e-01 2.991600e-01 3.005400e-03 1.635226e-03 8.683051e-03 -0.1300 6.810000e-01 2.991600e-01 3.005400e-03 1.635226e-03 8.683051e-03
1.1753e+05 3.2676 3.4850 0.56186 0.50256 2.5107e+02 0 2.0184e-07 6.810000e-01 2.991600e-01 3.005400e-03 1.635226e-03 8.683051e-03 -0.1379 6.810000e-01 2.991600e-01 3.005400e-03 1.635226e-03 8.683051e-03
2.4105e+05 3.3129 3.4969 0.53543 0.50443 2.6085e+02 0 3.1117e-07 6.810000e-01 2.991600e-01 3.005400e-03 1.635226e-03 8.683051e-03 -0.1379 6.810000e-01 2.991600e-01 3.005400e-03 1.635226e-03 8.683051e-03
3.3446e+05 3.3988 3.5472 0.51101 0.50571 2.1027e+02 0 7.9616e-07 6.810000e-01 2.991600e-01 3.005400e-03 1.635226e-03 8.683051e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5900 5 # agb_0.590_Z0.02000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2031 3.4879 0.59000 0.50256 2.0262e+02 0 1.3183e-07 6.810000e-01 2.991770e-01 3.014800e-03 1.625252e-03 8.683061e-03 -0.1348 6.810000e-01 2.991770e-01 3.014800e-03 1.625252e-03 8.683061e-03
1.1535e+05 3.3169 3.4762 0.56941 0.50412 2.9938e+02 0 2.4322e-07 6.810000e-01 2.991770e-01 3.014800e-03 1.625252e-03 8.683061e-03 -0.1348 6.810000e-01 2.991770e-01 3.014800e-03 1.625252e-03 8.683061e-03
