# age(yr) logL logTe m_act mcore c/o period ip Mdot(Msun/yr) logTe X Y CNO dlogTe/dlogL 
 0.5300 4 # agb_0.530_Z0.00010000_Mdot47_eta1.00_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0914 3.6651 0.53000 0.50702 0.5467 2.0244e+01 1 1.9724e-08 3.6651 7.561000e-01 2.437540e-01 6.444392e-05 -0.0513 
2.9779e+05 3.0383 3.6702 0.52657 0.50880 0.5467 1.7763e+01 1 1.5382e-08 3.6702 7.561000e-01 2.437540e-01 6.444392e-05 -0.0501 
6.9067e+05 3.0859 3.6734 0.52115 0.51171 0.5467 1.9025e+01 1 1.9454e-08 3.6734 7.561000e-01 2.437540e-01 6.444392e-05 -0.0491 
9.4348e+05 3.1034 3.6777 0.51833 0.51298 0.5467 1.9091e+01 1 2.1184e-08 3.6777 7.561000e-01 2.437540e-01 6.444392e-05 999.0000 
 0.5400 5 # agb_0.540_Z0.00010000_Mdot47_eta1.00_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 2.9694 3.6684 0.54000 0.50486 0.5395 1.5656e+01 1 1.0789e-08 3.6684 7.561000e-01 2.438450e-01 6.449575e-05 -0.0512 
2.9815e+05 3.0418 3.6655 0.53691 0.50653 0.5395 1.8315e+01 1 1.5276e-08 3.6655 7.561000e-01 2.438450e-01 6.449575e-05 -0.0523 
6.9332e+05 3.0888 3.6655 0.53196 0.50928 0.5395 2.0056e+01 1 1.9364e-08 3.6655 7.561000e-01 2.438450e-01 6.449575e-05 -0.0515 
1.1691e+06 3.1260 3.6703 0.52428 0.51358 0.5395 2.0886e+01 1 2.3442e-08 3.6703 7.561000e-01 2.438450e-01 6.449575e-05 -0.0490 
1.4312e+06 3.1341 3.6758 0.52082 0.51514 0.5395 2.0429e+01 1 2.4378e-08 3.6758 7.561000e-01 2.438450e-01 6.449575e-05 999.0000 
 0.5500 4 # agb_0.550_Z0.00010000_Mdot47_eta1.00_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1818 3.6558 0.55000 0.51060 0.4295 2.5097e+01 1 2.9376e-08 3.6558 7.555000e-01 2.444180e-01 6.514930e-05 -0.0553 
2.8065e+05 3.2048 3.6567 0.54400 0.51298 0.4295 2.6150e+01 1 3.3420e-08 3.6567 7.555000e-01 2.444180e-01 6.514930e-05 -0.0550 
6.9029e+05 3.2374 3.6618 0.53279 0.51763 0.4295 2.7020e+01 1 4.0087e-08 3.6618 7.555000e-01 2.444180e-01 6.514930e-05 -0.0528 
9.8234e+05 3.2873 3.6708 0.52569 0.52057 0.4295 2.7910e+01 1 5.1286e-08 3.6708 7.555000e-01 2.444180e-01 6.514930e-05 999.0000 
 0.5600 5 # agb_0.560_Z0.00010000_Mdot47_eta1.00_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1096 3.6581 0.56000 0.50776 0.4007 2.1431e+01 1 1.9999e-08 3.6581 7.552000e-01 2.446910e-01 6.531050e-05 -0.0550 
2.9009e+05 3.1034 3.6593 0.55616 0.50969 0.4007 2.1068e+01 1 1.9588e-08 3.6593 7.552000e-01 2.446910e-01 6.531050e-05 -0.0541 
6.8609e+05 3.1467 3.6587 0.54978 0.51303 0.4007 2.3038e+01 1 2.4604e-08 3.6587 7.552000e-01 2.446910e-01 6.531050e-05 -0.0545 
1.1538e+06 3.1837 3.6614 0.54001 0.51817 0.4007 2.4394e+01 1 3.0130e-08 3.6614 7.552000e-01 2.446910e-01 6.531050e-05 -0.0534 
1.5888e+06 3.2409 3.6730 0.52879 0.52372 0.4007 2.5150e+01 1 4.0179e-08 3.6730 7.552000e-01 2.446910e-01 6.531050e-05 999.0000 
 0.5700 7 # agb_0.570_Z0.00010000_Mdot47_eta1.00_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0026 3.6632 0.57000 0.50597 0.4053 1.6819e+01 1 1.1668e-08 3.6632 7.553000e-01 2.446210e-01 6.522680e-05 -0.0537 
3.0062e+05 3.0236 3.6625 0.56706 0.50770 0.4053 1.7611e+01 1 1.2972e-08 3.6625 7.553000e-01 2.446210e-01 6.522680e-05 -0.0536 
6.9355e+05 3.0744 3.6604 0.56244 0.51049 0.4053 1.9706e+01 1 1.6711e-08 3.6604 7.553000e-01 2.446210e-01 6.522680e-05 -0.0535 
1.1567e+06 3.1159 3.6600 0.55562 0.51464 0.4053 2.1470e+01 1 2.0797e-08 3.6600 7.553000e-01 2.446210e-01 6.522680e-05 -0.0539 
1.6278e+06 3.1606 3.6611 0.54676 0.51976 0.4053 2.3299e+01 1 2.6424e-08 3.6611 7.553000e-01 2.446210e-01 6.522680e-05 -0.0541 
2.0802e+06 3.2037 3.6679 0.53587 0.52550 0.4053 2.4236e+01 1 3.3113e-08 3.6679 7.553000e-01 2.446210e-01 6.522680e-05 -0.0501 
2.2782e+06 3.1893 3.6752 0.53206 0.52681 0.4053 2.2452e+01 1 3.0761e-08 3.6752 7.553000e-01 2.446210e-01 6.522680e-05 999.0000 
 0.5800 7 # agb_0.580_Z0.00010000_Mdot47_eta1.00_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0184 3.6617 0.58000 0.50659 0.3897 1.7346e+01 1 1.2246e-08 3.6617 7.549000e-01 2.450080e-01 6.530881e-05 -0.0544 
2.9138e+05 3.0349 3.6611 0.57734 0.50821 0.3897 1.7994e+01 1 1.3335e-08 3.6611 7.549000e-01 2.450080e-01 6.530881e-05 -0.0544 
6.7702e+05 3.0787 3.6593 0.57311 0.51086 0.3897 1.9841e+01 1 1.6596e-08 3.6593 7.549000e-01 2.450080e-01 6.530881e-05 -0.0547 
1.1320e+06 3.1211 3.6581 0.56682 0.51481 0.3897 2.1750e+01 1 2.0749e-08 3.6581 7.549000e-01 2.450080e-01 6.530881e-05 -0.0546 
1.6178e+06 3.1491 3.6590 0.55812 0.52010 0.3897 2.2915e+01 1 2.4266e-08 3.6590 7.549000e-01 2.450080e-01 6.530881e-05 -0.0552 
2.0585e+06 3.1998 3.6608 0.54822 0.52551 0.3897 2.5042e+01 1 3.1842e-08 3.6608 7.549000e-01 2.450080e-01 6.530881e-05 -0.0537 
2.4671e+06 3.2513 3.6724 0.53660 0.53114 0.3897 2.5551e+01 1 4.1305e-08 3.6724 7.549000e-01 2.450080e-01 6.530881e-05 999.0000 
 0.5900 7 # agb_0.590_Z0.00010000_Mdot47_eta1.00_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1564 3.6532 0.59000 0.50986 0.3528 2.3566e+01 1 2.3281e-08 3.6532 7.526000e-01 2.472300e-01 6.554918e-05 -0.0575 
2.8022e+05 3.1096 3.6566 0.58655 0.51174 0.3528 2.1152e+01 1 1.8621e-08 3.6566 7.526000e-01 2.472300e-01 6.554918e-05 -0.0560 
