# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5500 3 # agb_0.550_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0871 3.5611 0.55000 0.49845 8.6611e+01 0 1.4588e-07 7.238000e-01 2.702430e-01 8.238100e-04 5.741554e-04 2.591830e-03 -0.0991 7.238000e-01 2.702430e-01 8.238100e-04 5.741554e-04 2.591830e-03
2.0161e+05 3.1904 3.5804 0.51082 0.50023 9.8130e+01 0 3.3729e-07 7.238000e-01 2.702430e-01 8.238100e-04 5.741554e-04 2.591830e-03 -0.0993 7.238000e-01 2.702430e-01 8.238100e-04 5.741554e-04 2.591830e-03
2.6914e+05 2.9874 3.6107 0.50548 0.50037 2.5544e+01 1 1.6069e-07 7.238000e-01 2.702430e-01 8.238100e-04 5.741554e-04 2.591830e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5600 3 # agb_0.560_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0662 3.5619 0.56000 0.50041 8.0802e+01 0 1.2735e-07 7.239000e-01 2.701830e-01 8.328800e-04 5.633750e-04 2.591862e-03 -0.0996 7.239000e-01 2.701830e-01 8.328800e-04 5.633750e-04 2.591862e-03
1.9864e+05 3.1795 3.5661 0.52509 0.50217 1.0620e+02 0 2.6853e-07 7.239000e-01 2.701830e-01 8.328800e-04 5.633750e-04 2.591862e-03 -0.1026 7.239000e-01 2.701830e-01 8.328800e-04 5.633750e-04 2.591862e-03
3.1557e+05 3.2089 3.5944 0.50811 0.50281 9.0728e+01 0 4.2364e-07 7.239000e-01 2.701830e-01 8.328800e-04 5.633750e-04 2.591862e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5700 3 # agb_0.570_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1001 3.5570 0.57000 0.50244 8.9614e+01 0 1.4125e-07 7.239000e-01 2.702170e-01 8.436700e-04 5.506933e-04 2.591902e-03 -0.1017 7.239000e-01 2.702170e-01 8.436700e-04 5.506933e-04 2.591902e-03
1.9357e+05 3.2185 3.5582 0.53285 0.50431 1.2264e+02 0 3.0130e-07 7.239000e-01 2.702170e-01 8.436700e-04 5.506933e-04 2.591902e-03 -0.1053 7.239000e-01 2.702170e-01 8.436700e-04 5.506933e-04 2.591902e-03
3.1880e+05 3.2567 3.5913 0.51053 0.50516 1.0328e+02 0 5.2602e-07 7.239000e-01 2.702170e-01 8.436700e-04 5.506933e-04 2.591902e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5800 3 # agb_0.580_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1676 3.5481 0.58000 0.50443 1.1102e+02 0 1.8113e-07 7.238000e-01 2.702380e-01 8.393800e-04 5.556018e-04 2.592014e-03 -0.1058 7.238000e-01 2.702380e-01 8.393800e-04 5.556018e-04 2.592014e-03
1.9067e+05 3.2570 3.5532 0.53738 0.50649 1.3869e+02 0 3.5075e-07 7.238000e-01 2.702380e-01 8.393800e-04 5.556018e-04 2.592014e-03 -0.1086 7.238000e-01 2.702380e-01 8.393800e-04 5.556018e-04 2.592014e-03
3.1171e+05 3.2951 3.5894 0.51281 0.50740 1.1400e+02 0 6.2951e-07 7.238000e-01 2.702380e-01 8.393800e-04 5.556018e-04 2.592014e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.5900 3 # agb_0.590_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2045 3.5428 0.59000 0.50600 1.2453e+02 0 2.0464e-07 7.239000e-01 2.702610e-01 8.438600e-04 5.504129e-04 2.592144e-03 -0.1083 7.239000e-01 2.702610e-01 8.438600e-04 5.504129e-04 2.592144e-03
1.8722e+05 3.2894 3.5468 0.54451 0.50818 1.5604e+02 0 3.8815e-07 7.239000e-01 2.702610e-01 8.438600e-04 5.504129e-04 2.592144e-03 -0.1111 7.239000e-01 2.702610e-01 8.438600e-04 5.504129e-04 2.592144e-03
3.1222e+05 3.3351 3.5878 0.51467 0.50928 1.2605e+02 0 7.6560e-07 7.239000e-01 2.702610e-01 8.438600e-04 5.504129e-04 2.592144e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.6000 3 # agb_0.600_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2601 3.5352 0.60000 0.50743 1.4852e+02 0 2.5235e-07 7.238000e-01 2.702810e-01 8.443100e-04 5.497212e-04 2.592369e-03 -0.1118 7.238000e-01 2.702810e-01 8.443100e-04 5.497212e-04 2.592369e-03
1.8590e+05 3.3191 3.5429 0.54838 0.50982 1.7161e+02 0 4.3652e-07 7.238000e-01 2.702810e-01 8.443100e-04 5.497212e-04 2.592369e-03 -0.1142 7.238000e-01 2.702810e-01 8.443100e-04 5.497212e-04 2.592369e-03
3.0731e+05 3.3671 3.5872 0.51604 0.51098 1.3580e+02 0 8.9950e-07 7.238000e-01 2.702810e-01 8.443100e-04 5.497212e-04 2.592369e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.6200 3 # agb_0.62_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1669 3.5459 0.62000 0.50868 1.0644e+02 0 1.5740e-07 7.240000e-01 2.701580e-01 8.776200e-04 5.107583e-04 2.592129e-03 -0.1081 7.240000e-01 2.701580e-01 8.776200e-04 5.107583e-04 2.592129e-03
1.8186e+05 3.2752 3.5367 0.58428 0.51074 1.5532e+02 0 2.9040e-07 7.240000e-01 2.701580e-01 8.776200e-04 5.107583e-04 2.592129e-03 -0.1145 7.240000e-01 2.701580e-01 8.776200e-04 5.107583e-04 2.592129e-03
3.8222e+05 3.3603 3.5866 0.51920 0.51367 1.3374e+02 0 8.5310e-07 7.240000e-01 2.701580e-01 8.776200e-04 5.107583e-04 2.592129e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.6500 3 # agb_0.65_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.3005 3.5285 0.65000 0.51267 1.6057e+02 0 2.5645e-07 7.240000e-01 2.701050e-01 8.870300e-04 4.997781e-04 2.592374e-03 -0.1168 7.240000e-01 2.701050e-01 8.870300e-04 4.997781e-04 2.592374e-03
1.7607e+05 3.3609 3.5248 0.60255 0.51520 2.0341e+02 0 3.9994e-07 7.240000e-01 2.701050e-01 8.870300e-04 4.997781e-04 2.592374e-03 -0.1203 7.240000e-01 2.701050e-01 8.870300e-04 4.997781e-04 2.592374e-03
3.5801e+05 3.4487 3.5836 0.52383 0.51844 1.6604e+02 0 1.3243e-06 7.240000e-01 2.701050e-01 8.870300e-04 4.997781e-04 2.592374e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.6600 5 # agb_0.66_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1513 3.5475 0.66000 0.51123 9.5856e+01 0 1.3122e-07 7.241000e-01 2.700360e-01 9.029900e-04 4.809942e-04 2.592159e-03 -0.1088 7.241000e-01 2.700360e-01 9.029900e-04 4.809942e-04 2.592159e-03
1.7884e+05 3.2662 3.5340 0.62903 0.51329 1.4590e+02 0 2.3659e-07 7.241000e-01 2.700360e-01 9.029900e-04 4.809942e-04 2.592159e-03 -0.1088 7.241000e-01 2.700360e-01 9.029900e-04 4.809942e-04 2.592159e-03
3.2176e+05 3.3492 3.5261 0.60298 0.51489 1.9571e+02 0 3.7844e-07 7.241000e-01 2.700360e-01 9.029900e-04 4.809942e-04 2.592159e-03 -0.1166 7.241000e-01 2.700360e-01 9.029900e-04 4.809942e-04 2.592159e-03
3.8479e+05 3.3244 3.5352 0.57701 0.51643 1.7770e+02 0 3.8459e-07 7.241000e-01 2.700360e-01 9.029900e-04 4.809942e-04 2.592159e-03 -0.1166 7.241000e-01 2.700360e-01 9.029900e-04 4.809942e-04 2.592159e-03
5.4337e+05 3.3995 3.5858 0.52398 0.51872 1.4582e+02 0 1.0304e-06 7.241000e-01 2.700360e-01 9.029900e-04 4.809942e-04 2.592159e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.6800 4 # agb_0.68_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1398 3.5493 0.68000 0.51260 8.9478e+01 0 1.1885e-07 7.241000e-01 2.700650e-01 9.123200e-04 4.701074e-04 2.592187e-03 -0.1084 7.241000e-01 2.700650e-01 9.123200e-04 4.701074e-04 2.592187e-03
1.7582e+05 3.2683 3.5333 0.65134 0.51462 1.4296e+02 0 2.2284e-07 7.241000e-01 2.700650e-01 9.123200e-04 4.701074e-04 2.592187e-03 -0.1162 7.241000e-01 2.700650e-01 9.123200e-04 4.701074e-04 2.592187e-03
3.7918e+05 3.3252 3.5301 0.60416 0.51774 1.7878e+02 0 3.4041e-07 7.241000e-01 2.700650e-01 9.123200e-04 4.701074e-04 2.592187e-03 -0.1191 7.241000e-01 2.700650e-01 9.123200e-04 4.701074e-04 2.592187e-03
5.8151e+05 3.4130 3.5861 0.52659 0.52144 1.4916e+02 0 1.1015e-06 7.241000e-01 2.700650e-01 9.123200e-04 4.701074e-04 2.592187e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.7000 4 # agb_0.70_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2175 3.5400 0.70000 0.51350 1.1264e+02 0 1.5740e-07 7.241000e-01 2.700790e-01 9.123800e-04 4.700127e-04 2.592358e-03 -0.1129 7.241000e-01 2.700790e-01 9.123800e-04 4.700127e-04 2.592358e-03
1.7409e+05 3.3185 3.5267 0.66706 0.51576 1.6608e+02 0 2.6546e-07 7.241000e-01 2.700790e-01 9.123800e-04 4.700127e-04 2.592358e-03 -0.1191 7.241000e-01 2.700790e-01 9.123800e-04 4.700127e-04 2.592358e-03
3.7754e+05 3.3751 3.5232 0.61219 0.51929 2.1002e+02 0 4.1400e-07 7.241000e-01 2.700790e-01 9.123800e-04 4.700127e-04 2.592358e-03 -0.1223 7.241000e-01 2.700790e-01 9.123800e-04 4.700127e-04 2.592358e-03
5.7061e+05 3.4553 3.5847 0.52832 0.52312 1.6557e+02 0 1.3614e-06 7.241000e-01 2.700790e-01 9.123800e-04 4.700127e-04 2.592358e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.7200 6 # agb_0.72_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1537 3.5488 0.72000 0.51408 8.8024e+01 0 1.1508e-07 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03 -0.1087 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03
1.7173e+05 3.2880 3.5310 0.69354 0.51611 1.4410e+02 0 2.1677e-07 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03 -0.1087 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03
3.7281e+05 3.3418 3.5247 0.65073 0.51930 1.8208e+02 0 3.1117e-07 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03 -0.1162 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03
5.2285e+05 3.4098 3.5189 0.61690 0.52149 2.3416e+02 0 4.7863e-07 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03 -0.1162 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03
6.0170e+05 3.3981 3.5329 0.57288 0.52403 2.1522e+02 0 5.7412e-07 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03 -0.1203 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03
7.2245e+05 3.4150 3.5872 0.53063 0.52561 1.4742e+02 0 1.1066e-06 7.241000e-01 2.700060e-01 9.241500e-04 4.563251e-04 2.592229e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.7500 6 # agb_0.75_Z0.00600000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2298 3.5405 0.75000 0.51644 1.0833e+02 0 1.4894e-07 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03 -0.1131 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03
1.6778e+05 3.3398 3.5251 0.71998 0.51870 1.6490e+02 0 2.5527e-07 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03 -0.1131 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03
3.6754e+05 3.3891 3.5188 0.67027 0.52235 2.0775e+02 0 3.6475e-07 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03 -0.1190 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03
5.2303e+05 3.4628 3.5122 0.62719 0.52512 2.7567e+02 0 5.9156e-07 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03 -0.1190 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03
5.9420e+05 3.4489 3.5275 0.57837 0.52774 2.5079e+02 0 7.1614e-07 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03 -0.1235 7.241000e-01 2.700260e-01 9.274200e-04 4.524336e-04 2.592356e-03
