# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.7000 3 # agb_0.70_Z0.06000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.4481 3.3923 0.70000 0.53718 7.0579e+02 0 3.8194e-06 5.729000e-01 3.676710e-01 9.219200e-03 4.702209e-03 2.611017e-02 -0.1916 5.729000e-01 3.676710e-01 9.219200e-03 4.702209e-03 2.611017e-02
4.3095e+04 3.4768 3.4859 0.54844 0.53860 4.0602e+02 0 6.8549e-07 5.729000e-01 3.676710e-01 9.219200e-03 4.702209e-03 2.611017e-02 -0.2037 5.729000e-01 3.676710e-01 9.219200e-03 4.702209e-03 2.611017e-02
5.8901e+04 3.4697 3.5136 0.54393 0.53881 3.1437e+02 0 8.1658e-07 5.729000e-01 3.676710e-01 9.219200e-03 4.702209e-03 2.611017e-02 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.7200 3 # agb_0.72_Z0.06000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.4383 3.3943 0.72000 0.53652 6.6095e+02 0 3.7325e-06 5.729000e-01 3.676740e-01 9.217700e-03 4.704224e-03 2.611017e-02 -0.1911 5.729000e-01 3.676740e-01 9.217700e-03 4.704224e-03 2.611017e-02
4.3565e+04 3.4479 3.4447 0.56666 0.53793 5.3385e+02 0 3.2734e-06 5.729000e-01 3.676740e-01 9.217700e-03 4.704224e-03 2.611017e-02 -0.2112 5.729000e-01 3.676740e-01 9.217700e-03 4.704224e-03 2.611017e-02
6.7502e+04 3.5835 3.5157 0.54351 0.53850 3.9815e+02 0 1.5704e-06 5.729000e-01 3.676740e-01 9.217700e-03 4.704224e-03 2.611017e-02 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
 0.7500 3 # agb_0.75_Z0.06000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.4642 3.3909 0.75000 0.54042 6.9617e+02 0 3.9628e-06 5.729000e-01 3.676770e-01 9.212700e-03 4.710235e-03 2.611016e-02 -0.1943 5.729000e-01 3.676770e-01 9.212700e-03 4.710235e-03 2.611016e-02
4.2230e+04 3.4775 3.4206 0.59104 0.54188 6.8146e+02 0 4.0832e-06 5.729000e-01 3.676770e-01 9.212700e-03 4.710235e-03 2.611016e-02 -0.2184 5.729000e-01 3.676770e-01 9.212700e-03 4.710235e-03 2.611016e-02
6.5480e+04 3.6076 3.5159 0.54765 0.54248 4.1643e+02 0 1.7783e-06 5.729000e-01 3.676770e-01 9.212700e-03 4.710235e-03 2.611016e-02 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om
