# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6500 3 # agb_0.65_Z0.05000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2914 3.4268 0.65000 0.51589 3.9038e+02 0 4.8195e-07 5.984000e-01 3.521250e-01 7.692700e-03 3.906966e-03 2.175017e-02 -0.1697 5.984000e-01 3.521250e-01 7.692700e-03 3.906966e-03 2.175017e-02 0.00000 0.00000 0.00000 0.00000 4.35483 -0.25461 -0.76434 0.00000 0.00000
5.7972e+04 3.3617 3.4880 0.52917 0.51714 3.1809e+02 0 3.9174e-07 5.984000e-01 3.521250e-01 7.692700e-03 3.906966e-03 2.175017e-02 -0.1877 5.984000e-01 3.521250e-01 7.692700e-03 3.906966e-03 2.175017e-02 2.93140 3.48280 0.01203 0.13411 4.35483 -0.25461 -0.76434 0.00000 0.00000
8.7345e+04 3.4357 3.5192 0.52228 0.51751 2.9521e+02 0 7.0632e-07 5.984000e-01 3.521250e-01 7.692700e-03 3.906966e-03 2.175017e-02 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.94550 3.43570 0.00477 0.01152 3.99215 -0.12755 -7.54111 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6600 3 # agb_0.66_Z0.05000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2891 3.4271 0.66000 0.51575 3.8213e+02 0 4.1783e-07 5.984000e-01 3.521260e-01 7.689900e-03 3.908968e-03 2.175017e-02 -0.1700 5.984000e-01 3.521260e-01 7.689900e-03 3.908968e-03 2.175017e-02 0.00000 0.00000 0.00000 0.00000 4.30833 -0.24453 -0.60834 0.00000 0.00000
5.8007e+04 3.3585 3.4750 0.53409 0.51699 3.5186e+02 0 3.4356e-07 5.984000e-01 3.521260e-01 7.689900e-03 3.908968e-03 2.175017e-02 -0.1888 5.984000e-01 3.521260e-01 7.689900e-03 3.908968e-03 2.175017e-02 2.93010 3.47840 0.01710 0.14425 4.30833 -0.24453 -0.60834 0.00000 0.00000
9.5638e+04 3.4774 3.5220 0.52226 0.51763 3.1957e+02 0 9.3541e-07 5.984000e-01 3.521260e-01 7.689900e-03 3.908968e-03 2.175017e-02 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.94410 3.47740 0.00463 0.01663 4.03045 -0.13932 -5.88635 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6800 3 # agb_0.68_Z0.05000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
