# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.5900 3 # agb_0.590_Z0.03000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.3166 3.4532 0.59000 0.51105 3.5591e+02 0 2.2491e-07 6.531000e-01 3.172140e-01 4.582000e-03 2.377424e-03 1.304017e-02 -0.1493 6.531000e-01 3.172140e-01 4.582000e-03 2.377424e-03 1.304017e-02 0.00000 0.00000 0.00000 0.00000 4.03618 -0.16177 -0.61352 0.00000 0.00000
8.4605e+04 3.3327 3.4764 0.54475 0.51242 3.2225e+02 0 2.8907e-07 6.531000e-01 3.172140e-01 4.582000e-03 2.377424e-03 1.304017e-02 -0.1545 6.531000e-01 3.172140e-01 4.582000e-03 2.377424e-03 1.304017e-02 2.87310 3.41040 0.03233 0.07895 4.03618 -0.16177 -0.61352 0.00000 0.00000
1.6448e+05 3.4365 3.5418 0.51783 0.51388 2.4966e+02 0 8.7498e-07 6.531000e-01 3.172140e-01 4.582000e-03 2.377424e-03 1.304017e-02 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.88930 3.43650 0.00395 0.03183 4.10646 -0.16293 -3.09699 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6000 5 # agb_0.600_Z0.03000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2069 3.4676 0.60000 0.50643 2.4137e+02 0 1.1194e-07 6.531000e-01 3.172320e-01 4.588900e-03 2.368469e-03 1.304018e-02 -0.1454 6.531000e-01 3.172320e-01 4.588900e-03 2.368469e-03 1.304018e-02 0.00000 0.00000 0.00000 0.00000 3.96466 -0.15308 -0.06677 0.00000 0.00000
8.7207e+04 3.2707 3.4600 0.58525 0.50757 3.0447e+02 0 1.5812e-07 6.531000e-01 3.172320e-01 4.588900e-03 2.368469e-03 1.304018e-02 -0.1533 6.531000e-01 3.172320e-01 4.588900e-03 2.368469e-03 1.304018e-02 2.82580 3.33330 0.07768 0.09357 3.96466 -0.15308 -0.06677 0.00000 0.00000
1.7716e+05 3.3096 3.4631 0.56212 0.50896 3.3500e+02 0 2.1727e-07 6.531000e-01 3.172320e-01 4.588900e-03 2.368469e-03 1.304018e-02 -0.1520 6.531000e-01 3.172320e-01 4.588900e-03 2.368469e-03 1.304018e-02 2.84020 3.35980 0.05316 0.07724 3.98419 -0.15233 -0.33188 0.00000 0.00000
2.6982e+05 3.3387 3.4803 0.53846 0.51063 3.1877e+02 0 3.1477e-07 6.531000e-01 3.172320e-01 4.588900e-03 2.368469e-03 1.304018e-02 -0.1420 6.531000e-01 3.172320e-01 4.588900e-03 2.368469e-03 1.304018e-02 2.85700 3.38480 0.02783 0.05251 3.99447 -0.14615 -0.91915 0.00000 0.00000
3.4889e+05 3.4083 3.5434 0.51596 0.51204 2.3532e+02 0 7.4989e-07 6.531000e-01 3.172320e-01 4.588900e-03 2.368469e-03 1.304018e-02 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.87650 3.40830 0.00392 0.02695 4.09372 -0.15931 -3.51079 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6200 4 # agb_0.62_Z0.03000000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
