# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6200 2 # agb_0.62_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0317 3.6598 0.62000 0.50893 1.7428e+01 1 2.4044e-07 7.536000e-01 2.463040e-01 1.202640e-05 1.108890e-05 4.232692e-05 -0.0557 7.536000e-01 2.463040e-01 1.202640e-05 1.108890e-05 4.232692e-05 0.00000 0.00000 0.00000 0.00000 3.89391 -0.07236 -0.16017 0.00000 0.00000
2.9037e+05 3.1408 3.6672 0.52505 0.51118 2.1934e+01 1 5.6494e-07 7.536000e-01 2.463040e-01 1.202640e-05 1.108890e-05 4.232692e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.73400 3.17590 0.01387 0.11107 3.89391 -0.07236 -0.16017 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6500 3 # agb_0.65_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0674 3.6575 0.65000 0.51141 1.8461e+01 1 2.5763e-07 7.530000e-01 2.469400e-01 1.209260e-05 1.127917e-05 4.207367e-05 -0.0572 7.530000e-01 2.469400e-01 1.209260e-05 1.127917e-05 4.207367e-05 0.00000 0.00000 0.00000 0.00000 3.86885 -0.06611 -0.07335 0.00000 0.00000
2.8318e+05 3.1828 3.6572 0.54867 0.51387 2.4914e+01 1 5.8345e-07 7.530000e-01 2.469400e-01 1.209260e-05 1.127917e-05 4.207367e-05 -0.0585 7.530000e-01 2.469400e-01 1.209260e-05 1.127917e-05 4.207367e-05 2.76530 3.21990 0.03480 0.13859 3.86885 -0.06611 -0.07335 0.00000 0.00000
4.1753e+05 3.0711 3.6816 0.51827 0.51425 1.7459e+01 1 4.5709e-07 7.530000e-01 2.469400e-01 1.209260e-05 1.127917e-05 4.207367e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.80360 3.07110 0.00402 0.02193 4.02477 -0.10993 -1.58956 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6600 3 # agb_0.66_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0650 3.6578 0.66000 0.51214 1.8205e+01 1 2.5003e-07 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 -0.0567 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 0.00000 0.00000 0.00000 0.00000 3.85080 -0.06159 -0.03400 0.00000 0.00000
2.7915e+05 3.1601 3.6548 0.57482 0.51442 2.3756e+01 1 4.7206e-07 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 -0.0579 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 2.76700 3.19140 0.06040 0.14786 3.85080 -0.06159 -0.03400 0.00000 0.00000
4.7271e+05 3.1702 3.6766 0.52001 0.51542 2.1921e+01 1 7.0469e-07 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.80160 3.17020 0.00459 0.04813 3.99696 -0.10088 -0.74413 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6800 2 # agb_0.68_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2048 3.6491 0.68000 0.51498 2.4667e+01 1 4.2267e-07 7.515000e-01 2.484620e-01 1.203650e-05 1.248936e-05 4.081259e-05 -0.0603 7.515000e-01 2.484620e-01 1.203650e-05 1.248936e-05 4.081259e-05 0.00000 0.00000 0.00000 0.00000 3.94691 -0.08719 -0.14929 0.00000 0.00000
2.7229e+05 3.2948 3.6656 0.52618 0.51809 2.9381e+01 1 1.1830e-06 7.515000e-01 2.484620e-01 1.203650e-05 1.248936e-05 4.081259e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.81820 3.33080 0.00809 0.16502 3.94691 -0.08719 -0.14929 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.7000 3 # agb_0.70_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1183 3.6551 0.70000 0.51620 1.9862e+01 1 2.8445e-07 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 -0.0579 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 0.00000 0.00000 0.00000 0.00000 3.85059 -0.06232 -0.01002 0.00000 0.00000
2.6778e+05 3.2159 3.6499 0.60491 0.51875 2.6577e+01 1 5.4325e-07 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 -0.0605 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 2.81300 3.24920 0.08616 0.18380 3.85059 -0.06232 -0.01002 0.00000 0.00000
4.7709e+05 3.2628 3.6733 0.52476 0.52030 2.6573e+01 1 1.0593e-06 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.85130 3.26280 0.00446 0.07310 4.01664 -0.10605 -0.53052 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.7200 3 # agb_0.72_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2454 3.6473 0.72000 0.51927 2.6159e+01 1 4.6132e-07 7.511000e-01 2.487200e-01 1.246460e-05 1.219987e-05 4.060497e-05 -0.0614 7.511000e-01 2.487200e-01 1.246460e-05 1.219987e-05 4.060497e-05 0.00000 0.00000 0.00000 0.00000 3.85739 -0.06437 -0.00952 0.00000 0.00000
2.5935e+05 3.2770 3.6464 0.60379 0.52218 3.0508e+01 1 7.1450e-07 7.511000e-01 2.487200e-01 1.246460e-05 1.219987e-05 4.060497e-05 -0.0616 7.511000e-01 2.487200e-01 1.246460e-05 1.219987e-05 4.060497e-05 2.84960 3.31070 0.08161 0.20073 3.85739 -0.06437 -0.00952 0.00000 0.00000
4.4409e+05 3.2837 3.6736 0.52774 0.52356 2.7481e+01 1 1.1641e-06 7.511000e-01 2.487200e-01 1.246460e-05 1.219987e-05 4.060497e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.88840 3.28370 0.00418 0.06641 4.04842 -0.11479 -0.64205 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.7500 3 # agb_0.75_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2666 3.6466 0.75000 0.52212 2.6762e+01 1 4.7534e-07 7.511000e-01 2.488570e-01 1.273460e-05 1.191019e-05 4.060396e-05 -0.0619 7.511000e-01 2.488570e-01 1.273460e-05 1.191019e-05 4.060396e-05 0.00000 0.00000 0.00000 0.00000 3.86516 -0.06678 -0.00674 0.00000 0.00000
2.5204e+05 3.3442 3.6423 0.60488 0.52545 3.5527e+01 1 9.6383e-07 7.511000e-01 2.488570e-01 1.273460e-05 1.191019e-05 4.060396e-05 -0.0628 7.511000e-01 2.488570e-01 1.273460e-05 1.191019e-05 4.060396e-05 2.88540 3.37990 0.07943 0.22788 3.86516 -0.06678 -0.00674 0.00000 0.00000
4.1131e+05 3.3258 3.6704 0.53156 0.52667 3.0204e+01 1 1.3772e-06 7.511000e-01 2.488570e-01 1.273460e-05 1.191019e-05 4.060396e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.93130 3.32580 0.00489 0.06275 4.05326 -0.11535 -0.68920 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.7600 3 # agb_0.76_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2626 3.6472 0.76000 0.52310 2.6279e+01 1 4.5920e-07 7.511000e-01 2.487690e-01 1.286580e-05 1.169033e-05 4.070910e-05 -0.0614 7.511000e-01 2.487690e-01 1.286580e-05 1.169033e-05 4.070910e-05 0.00000 0.00000 0.00000 0.00000 3.85360 -0.06401 0.00833 0.00000 0.00000
2.4905e+05 3.3079 3.6434 0.64252 0.52615 3.1980e+01 1 7.3114e-07 7.511000e-01 2.487690e-01 1.286580e-05 1.169033e-05 4.070910e-05 -0.0626 7.511000e-01 2.487690e-01 1.286580e-05 1.169033e-05 4.070910e-05 2.88570 3.34260 0.11637 0.23690 3.85360 -0.06401 0.00833 0.00000 0.00000
4.5680e+05 3.3552 3.6720 0.53223 0.52831 3.1676e+01 1 1.6181e-06 7.511000e-01 2.487690e-01 1.286580e-05 1.169033e-05 4.070910e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.92580 3.35520 0.00392 0.10137 4.06612 -0.11935 -0.43748 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.7800 3 # agb_0.78_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2081 3.6511 0.78000 0.52298 2.2811e+01 1 3.5237e-07 7.512000e-01 2.486960e-01 1.312530e-05 1.117056e-05 4.098995e-05 -0.0602 7.512000e-01 2.486960e-01 1.312530e-05 1.117056e-05 4.098995e-05 0.00000 0.00000 0.00000 0.00000 3.84597 -0.06227 0.01859 0.00000 0.00000
2.4923e+05 3.2783 3.6452 0.68121 0.52583 2.9028e+01 1 5.8076e-07 7.512000e-01 2.486960e-01 1.312530e-05 1.117056e-05 4.098995e-05 -0.0619 7.512000e-01 2.486960e-01 1.312530e-05 1.117056e-05 4.098995e-05 2.87970 3.31370 0.15538 0.25702 3.84597 -0.06227 0.01859 0.00000 0.00000
5.0781e+05 3.3611 3.6712 0.53324 0.52906 3.2212e+01 1 1.6520e-06 7.512000e-01 2.486960e-01 1.312530e-05 1.117056e-05 4.098995e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.91880 3.36110 0.00418 0.14232 4.04801 -0.11483 -0.27642 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.8000 3 # agb_0.80_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr0.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.3000 3.6458 0.80000 0.52629 2.7688e+01 1 5.0003e-07 7.492000e-01 2.506540e-01 1.324040e-05 1.141044e-05 4.082569e-05 -0.0624 7.492000e-01 2.506540e-01 1.324040e-05 1.141044e-05 4.082569e-05 0.00000 0.00000 0.00000 0.00000 3.84988 -0.06351 0.01978 0.00000 0.00000
