# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6000 3 # agb_0.600_Z0.00050000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0360 3.6332 0.60000 0.50716 2.1700e+01 1 1.9409e-07 7.406000e-01 2.588510e-01 6.402900e-05 5.509496e-05 2.190266e-04 -0.0802 7.406000e-01 2.588510e-01 6.402900e-05 5.509496e-05 2.190266e-04 0.00000 0.00000 0.00000 0.00000 3.95418 -0.09847 -0.27152 0.00000 0.00000
2.5670e+05 3.1577 3.6408 0.52748 0.50931 2.7376e+01 1 4.6774e-07 7.406000e-01 2.588510e-01 6.402900e-05 5.509496e-05 2.190266e-04 -0.0811 7.406000e-01 2.588510e-01 6.402900e-05 5.509496e-05 2.190266e-04 2.73940 3.19740 0.01817 0.09284 3.95418 -0.09847 -0.27152 0.00000 0.00000
3.4176e+05 2.9413 3.6751 0.51394 0.50944 1.4333e+01 1 2.3605e-07 7.406000e-01 2.588510e-01 6.402900e-05 5.509496e-05 2.190266e-04 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.77080 2.94130 0.00450 0.01083 4.19604 -0.17024 -4.50920 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6200 3 # agb_0.62_Z0.00050000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1190 3.6256 0.62000 0.51017 2.6263e+01 1 2.5468e-07 7.402000e-01 2.592700e-01 6.365300e-05 5.571577e-05 2.188655e-04 -0.0825 7.402000e-01 2.592700e-01 6.365300e-05 5.571577e-05 2.188655e-04 0.00000 0.00000 0.00000 0.00000 3.95197 -0.09827 -0.21080 0.00000 0.00000
2.4852e+05 3.2201 3.6334 0.53495 0.51260 3.2165e+01 1 5.8210e-07 7.402000e-01 2.592700e-01 6.365300e-05 5.571577e-05 2.188655e-04 -0.0826 7.402000e-01 2.592700e-01 6.365300e-05 5.571577e-05 2.188655e-04 2.77540 3.25780 0.02235 0.10983 3.95197 -0.09827 -0.21080 0.00000 0.00000
3.3930e+05 3.0233 3.6707 0.51728 0.51280 1.7276e+01 1 3.2734e-07 7.402000e-01 2.592700e-01 6.365300e-05 5.571577e-05 2.188655e-04 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.80970 3.02330 0.00448 0.01354 4.18251 -0.16374 -3.81398 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6500 3 # agb_0.65_Z0.00050000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1279 3.6249 0.65000 0.51442 2.6182e+01 1 2.4491e-07 7.405000e-01 2.590450e-01 6.676100e-05 5.209931e-05 2.188775e-04 -0.0823 7.405000e-01 2.590450e-01 6.676100e-05 5.209931e-05 2.188775e-04 0.00000 0.00000 0.00000 0.00000 3.92420 -0.09196 -0.09772 0.00000 0.00000
2.3804e+05 3.2559 3.6213 0.56409 0.51700 3.6531e+01 1 5.7016e-07 7.405000e-01 2.590450e-01 6.676100e-05 5.209931e-05 2.188775e-04 -0.0845 7.405000e-01 2.590450e-01 6.676100e-05 5.209931e-05 2.188775e-04 2.81960 3.29360 0.04709 0.13558 3.92420 -0.09196 -0.09772 0.00000 0.00000
3.7623e+05 3.2453 3.6575 0.52253 0.51783 2.8852e+01 1 8.4140e-07 7.405000e-01 2.590450e-01 6.676100e-05 5.209931e-05 2.188775e-04 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.85470 3.24530 0.00470 0.03842 4.13934 -0.14745 -1.54719 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6600 3 # agb_0.66_Z0.00050000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2642 3.6132 0.66000 0.51757 3.6321e+01 1 4.2170e-07 7.400000e-01 2.595440e-01 6.596100e-05 5.417921e-05 2.175603e-04 -0.0854 7.400000e-01 2.595440e-01 6.596100e-05 5.417921e-05 2.175603e-04 0.00000 0.00000 0.00000 0.00000 4.00859 -0.11341 -0.22548 0.00000 0.00000
2.3028e+05 3.3429 3.6325 0.53507 0.52066 8.3067e+01 0 1.0839e-06 7.400000e-01 2.595440e-01 6.596100e-05 5.417921e-05 2.175603e-04 -0.0856 7.400000e-01 2.595440e-01 6.596100e-05 5.417921e-05 2.175603e-04 2.85610 3.37910 0.01441 0.14243 4.00859 -0.11341 -0.22548 0.00000 0.00000
