1
1 6
6
45 45 45 45 45 45
0.569 0.597 0.633 0.677 0.754 0.900
0.0 3.541 4.000 1.0 0.25 0.016
1137.0 3.544 4.093 1.0 0.25 0.016
2620.4 3.548 4.185 1.0 0.25 0.016
4426.8 3.552 4.278 1.0 0.25 0.016
6529.8 3.556 4.370 1.0 0.25 0.016
8901.4 3.559 4.463 1.0 0.25 0.016
11407.1 3.558 4.556 1.0 0.25 0.016
14109.4 3.553 4.648 1.0 0.25 0.016
16955.6 3.542 4.741 1.0 0.25 0.016
19897.0 3.520 4.832 1.0 0.25 0.016
22964.8 3.476 4.920 1.0 0.25 0.016
26018.3 3.395 4.996 1.0 0.25 0.016
28720.4 3.277 5.047 1.0 0.25 0.016
30681.0 3.139 5.066 1.0 0.25 0.016
32153.8 2.999 5.071 1.0 0.25 0.016
33222.4 2.858 5.064 1.0 0.25 0.016
34306.1 2.718 5.052 1.0 0.25 0.016
36136.1 2.579 5.038 1.0 0.25 0.016
42786.9 2.440 5.024 1.0 0.25 0.016
64169.4 2.300 5.014 1.0 0.25 0.016
85597.2 2.160 5.001 1.0 0.25 0.016
109106.0 2.021 4.985 1.0 0.25 0.016
135830.6 1.883 4.967 1.0 0.25 0.016
172390.6 1.745 4.947 1.0 0.25 0.016
225690.5 1.607 4.928 1.0 0.25 0.016
303117.3 1.470 4.907 1.0 0.25 0.016
406795.5 1.333 4.886 1.0 0.25 0.016
526837.2 1.196 4.864 1.0 0.25 0.016
682812.5 1.059 4.841 1.0 0.25 0.016
870042.1 0.923 4.818 1.0 0.25 0.016
1093980.4 0.787 4.793 1.0 0.25 0.016
1346514.3 0.652 4.767 1.0 0.25 0.016
1693713.3 0.517 4.741 1.0 0.25 0.016
2040912.2 0.381 4.714 1.0 0.25 0.016
2503246.6 0.247 4.687 1.0 0.25 0.016
3067785.3 0.112 4.659 1.0 0.25 0.016
3632324.0 -0.022 4.631 1.0 0.25 0.016
4492096.0 -0.156 4.602 1.0 0.25 0.016
5625840.4 -0.290 4.573 1.0 0.25 0.016
7114025.5 -0.424 4.544 1.0 0.25 0.016
8878766.6 -0.557 4.514 1.0 0.25 0.016
11212719.2 -0.691 4.484 1.0 0.25 0.016
14844281.0 -0.824 4.454 1.0 0.25 0.016
20330772.2 -0.957 4.425 1.0 0.25 0.016
28560245.3 -1.091 4.394 1.0 0.25 0.016
0.0 3.743 4.000 1.5 0.25 0.016
196.7 3.743 4.098 1.5 0.25 0.016
461.7 3.743 4.195 1.5 0.25 0.016
844.4 3.742 4.293 1.5 0.25 0.016
1349.1 3.741 4.391 1.5 0.25 0.016
1980.7 3.740 4.489 1.5 0.25 0.016
2763.2 3.736 4.586 1.5 0.25 0.016
3703.9 3.730 4.684 1.5 0.25 0.016
4740.4 3.720 4.782 1.5 0.25 0.016
5879.9 3.699 4.878 1.5 0.25 0.016
7123.5 3.664 4.973 1.5 0.25 0.016
8424.7 3.595 5.060 1.5 0.25 0.016
9624.5 3.481 5.123 1.5 0.25 0.016
10493.9 3.339 5.151 1.5 0.25 0.016
10979.4 3.190 5.153 1.5 0.25 0.016
11241.0 3.042 5.145 1.5 0.25 0.016
11425.8 2.895 5.130 1.5 0.25 0.016
11610.6 2.748 5.115 1.5 0.25 0.016
11830.3 2.603 5.094 1.5 0.25 0.016
12141.3 2.458 5.071 1.5 0.25 0.016
15404.6 2.313 5.050 1.5 0.25 0.016
31528.5 2.167 5.032 1.5 0.25 0.016
50975.8 2.021 5.013 1.5 0.25 0.016
76499.7 1.876 4.992 1.5 0.25 0.016
112372.9 1.730 4.971 1.5 0.25 0.016
162522.5 1.586 4.948 1.5 0.25 0.016
232037.4 1.441 4.925 1.5 0.25 0.016
325845.1 1.297 4.900 1.5 0.25 0.016
447258.1 1.153 4.876 1.5 0.25 0.016
605885.2 1.010 4.851 1.5 0.25 0.016
797141.1 0.866 4.824 1.5 0.25 0.016
1029226.9 0.723 4.797 1.5 0.25 0.016
1318415.5 0.581 4.769 1.5 0.25 0.016
1686085.9 0.439 4.740 1.5 0.25 0.016
2053756.3 0.297 4.710 1.5 0.25 0.016
