# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.5500 3 # agb_0.550_Z0.00400000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0279 3.5809 0.55000 0.49811 6.3602e+01 0 1.2853e-07 7.303000e-01 2.657140e-01 5.403200e-04 3.917594e-04 1.725884e-03 -0.0929 7.303000e-01 2.657140e-01 5.403200e-04 3.917594e-04 1.725884e-03 0.00000 0.00000 0.00000 0.00000 3.87765 -0.09413 -0.22164 0.00000 0.00000
2.2096e+05 3.1486 3.5983 0.50901 0.49987 7.6399e+01 0 3.1915e-07 7.303000e-01 2.657140e-01 5.403200e-04 3.917594e-04 1.725884e-03 -0.0924 7.303000e-01 2.657140e-01 5.403200e-04 3.917594e-04 1.725884e-03 2.67700 3.15750 0.03751 0.05101 3.87765 -0.09413 -0.22164 0.00000 0.00000
2.7694e+05 2.8391 3.6342 0.50507 0.49992 1.6398e+01 1 1.0139e-07 7.303000e-01 2.657140e-01 5.403200e-04 3.917594e-04 1.725884e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 0.00000 0.00000 0.00000 0.00000 3.87765 -0.09413 -0.22164 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.5600 3 # agb_0.560_Z0.00400000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0764 3.5748 0.56000 0.50022 7.3640e+01 0 1.5101e-07 7.302000e-01 2.658310e-01 5.330600e-04 4.001635e-04 1.725009e-03 -0.0942 7.302000e-01 2.658310e-01 5.330600e-04 4.001635e-04 1.725009e-03 0.00000 0.00000 0.00000 0.00000 3.88002 -0.09583 -0.17043 0.00000 0.00000
2.1619e+05 3.1853 3.5882 0.51570 0.50212 8.9718e+01 0 3.4514e-07 7.302000e-01 2.658310e-01 5.330600e-04 4.001635e-04 1.725009e-03 -0.0946 7.302000e-01 2.658310e-01 5.330600e-04 4.001635e-04 1.725009e-03 2.70370 3.19610 0.04343 0.05887 3.88002 -0.09583 -0.17043 0.00000 0.00000
3.0005e+05 3.0487 3.6182 0.50738 0.50233 2.6989e+01 1 2.3281e-07 7.302000e-01 2.658310e-01 5.330600e-04 4.001635e-04 1.725009e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 0.00000 0.00000 0.00000 0.00000 3.88002 -0.09583 -0.17043 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6000 3 # agb_0.600_Z0.00400000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2888 3.5487 0.60000 0.50993 1.4044e+02 0 3.2810e-07 7.302000e-01 2.658430e-01 5.495500e-04 3.806003e-04 1.725689e-03 -0.1041 7.302000e-01 2.658430e-01 5.495500e-04 3.806003e-04 1.725689e-03 0.00000 0.00000 0.00000 0.00000 3.89028 -0.10240 -0.03347 0.00000 0.00000
1.9683e+05 3.3424 3.5758 0.52759 0.51257 1.3946e+02 0 6.9024e-07 7.302000e-01 2.658430e-01 5.495500e-04 3.806003e-04 1.725689e-03 -0.1038 7.302000e-01 2.658430e-01 5.495500e-04 3.806003e-04 1.725689e-03 2.81440 3.35150 0.06583 0.08889 3.89028 -0.10240 -0.03347 0.00000 0.00000
2.6064e+05 3.1007 3.6143 0.51816 0.51276 3.0220e+01 1 2.8054e-07 7.302000e-01 2.658430e-01 5.495500e-04 3.806003e-04 1.725689e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 0.00000 0.00000 0.00000 0.00000 3.89028 -0.10240 -0.03347 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6200 3 # agb_0.62_Z0.00400000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.3432 3.5413 0.62000 0.51322 1.6439e+02 0 3.9084e-07 7.303000e-01 2.658000e-01 5.633900e-04 3.645182e-04 1.725870e-03 -0.1079 7.303000e-01 2.658000e-01 5.633900e-04 3.645182e-04 1.725870e-03 0.00000 0.00000 0.00000 0.00000 3.89547 -0.10536 0.00214 0.00000 0.00000
1.9076e+05 3.3820 3.5611 0.54246 0.51607 1.6953e+02 0 7.2277e-07 7.303000e-01 2.658000e-01 5.633900e-04 3.645182e-04 1.725870e-03 -0.1083 7.303000e-01 2.658000e-01 5.633900e-04 3.645182e-04 1.725870e-03 2.84800 3.39760 0.07801 0.10550 3.89547 -0.10536 0.00214 0.00000 0.00000
2.7919e+05 3.3021 3.6016 0.52210 0.51665 1.0219e+02 0 7.0146e-07 7.303000e-01 2.658000e-01 5.633900e-04 3.645182e-04 1.725870e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.91360 3.20770 0.01414 0.02169 3.95489 -0.10706 -1.68221 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6500 3 # agb_0.65_Z0.00400000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.3979 3.5340 0.65000 0.51742 1.9014e+02 0 4.5499e-07 7.304000e-01 2.656680e-01 5.781900e-04 3.471391e-04 1.726094e-03 -0.1117 7.304000e-01 2.656680e-01 5.781900e-04 3.471391e-04 1.726094e-03 0.00000 0.00000 0.00000 0.00000 3.90508 -0.10920 0.01676 0.00000 0.00000
1.8261e+05 3.4220 3.5442 0.57212 0.52045 2.0539e+02 0 7.1450e-07 7.304000e-01 2.656680e-01 5.781900e-04 3.471391e-04 1.726094e-03 -0.1129 7.304000e-01 2.656680e-01 5.781900e-04 3.471391e-04 1.726094e-03 2.88860 3.44760 0.09400 0.13120 3.90508 -0.10920 0.01676 0.00000 0.00000
2.9902e+05 3.4428 3.5956 0.52713 0.52187 1.4636e+02 0 1.3900e-06 7.304000e-01 2.656680e-01 5.781900e-04 3.471391e-04 1.726094e-03 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.95980 3.34270 0.03195 0.04666 3.92404 -0.10320 -0.56077 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6600 3 # agb_0.66_Z0.00400000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2280 3.5542 0.66000 0.51372 1.0708e+02 0 2.0845e-07 7.305000e-01 2.655940e-01 5.860100e-04 3.379474e-04 1.725754e-03 -0.1039 7.305000e-01 2.655940e-01 5.860100e-04 3.379474e-04 1.725754e-03 0.00000 0.00000 0.00000 0.00000 3.88305 -0.10508 0.07621 0.00000 0.00000
